model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,portfolio_mode,selection_buffer,fold
ridge_wind_weather_only,17920,256,0.0011270317759628937,0.02260757649182384,0.5096540178571428,0.019805416583039574,0.018942163294538256,2.436589843639594,2.154840230713011,1.2343398084723098,-0.00036100808581562664,0.06177374949259188,-0.00584403713196849,-0.19748582817173757,0.12789978488132378,-0.0011002151186761955,0.50390625,,10.0,84.0,buffered,0.1,fold_2019_2021_to_2023
rolling_momentum_21d,17920,256,0.009346530724299171,0.07003346009365267,0.49720982142857145,0.01421175457189076,0.018938851625446156,1.0435548226904365,1.5094220004003511,0.8646300715582841,0.039369092128479236,0.09075368334763285,0.43380158993300083,-0.25110373944032827,0.1443391379153652,0.11998199505822243,0.09514508928571427,,10.0,84.0,buffered,0.1,fold_2019_2021_to_2023
lagged_return_reversal,17920,256,0.0012162327861620775,0.023507573531639687,0.5052455357142858,0.003570685670436939,0.0020693237840475956,0.27413051536441174,0.17906503461153006,0.10257238442840298,-0.07352449674526325,0.08656154838821818,-0.8493898054539721,-0.3777795636377461,-0.0771460853188976,-0.22407465674746896,0.5739397321428571,,10.0,84.0,buffered,0.1,fold_2019_2021_to_2023
ridge_price_only,17920,256,0.0011279601709458364,0.02262288164508576,0.5044084821428572,0.003785695275019669,0.00020271142439905448,0.4416617855415463,0.023094886305679397,0.01322925808277186,-0.055909945938866966,0.06687026817835307,-0.8360957337534034,-0.3390508477023526,-0.04360650190892787,-0.17039221619464218,0.49525669642857145,,10.0,84.0,buffered,0.1,fold_2019_2021_to_2023
ridge_finance_only,17920,256,0.001127761069316211,0.022621303539048107,0.49955357142857143,0.0017434135240054355,5.2677869221662635e-05,0.11876332289208674,0.004200561367888521,0.002406173803707049,-0.06253853944135343,0.09873334693808015,-0.6334084823496765,-0.5352872334440278,-0.11580792972602949,-0.1905936440117438,0.2921316964285714,,10.0,84.0,buffered,0.1,fold_2019_2021_to_2023
rolling_mean_5d,17920,256,0.0011897839248211628,0.023424642128111264,0.4974888392857143,-0.008988872604053101,-0.00010288531144824961,-0.6804490426352311,-0.008601937187458582,-0.004927378535598062,0.020560486965236383,0.08533094288411688,0.24094995637348596,-0.2684819442772466,0.13030338884643472,0.06266053170357755,0.2642299107142857,,10.0,84.0,buffered,0.1,fold_2019_2021_to_2023
ridge_full,17920,256,0.0011395778876687511,0.022823902763173542,0.48208705357142856,-0.036105621653702076,-0.03328390079867595,-2.7588334087005437,-3.254927576605064,-1.864494000173985,-0.07177596086548292,0.07722675802856299,-0.9294182832190877,-0.47505287818914643,-0.1979600712090908,-0.2187457854948051,0.08119419642857141,,10.0,84.0,buffered,0.1,fold_2019_2021_to_2023
elasticnet_full,17920,256,0.0011330252051720213,0.02270199791028796,0.4849330357142857,-0.05141161025041886,-0.036354702029090843,-3.3801530191398954,-2.8642695581275923,-1.640716507609676,-0.09191141342246305,0.09543518308700018,-0.9630768281617399,-0.6477772358229488,-0.25953954566845894,-0.2801109742398874,0.08035714285714285,,10.0,84.0,buffered,0.1,fold_2019_2021_to_2023
country_sector_dummy,17920,256,0.0011363750184890994,0.022748809964593063,0.48671875,-0.045386471644409024,-0.040108740915969554,-3.2101064833671002,-2.999536072828299,-1.7182001379357816,-0.11518854115617261,0.0973475759959828,-1.1832707694840396,-0.7408459620132485,-0.35005079209500223,-0.35105079209500223,0.00390625,,10.0,84.0,buffered,0.1,fold_2019_2021_to_2023
ridge_country_features_only,17920,256,0.0011363750184890994,0.022748809964593063,0.48671875,-0.045386471644409024,-0.040108740915969554,-3.2101064833671002,-2.999536072828299,-1.7182001379357816,-0.11518854115617261,0.0973475759959828,-1.1832707694840396,-0.7408459620132485,-0.35005079209500223,-0.35105079209500223,0.00390625,,10.0,84.0,buffered,0.1,fold_2019_2021_to_2023
zero_score,17920,256,0.001127637058910706,0.0226127163314431,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,84.0,buffered,0.1,fold_2019_2021_to_2023
