model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,portfolio_mode,selection_buffer,fold
ridge_wind_weather_only,9100,130,0.0018409107473039638,0.029065999779279955,0.5142857142857142,0.021513862651621467,0.01874720973898626,1.636153540548817,1.270160481057056,0.7908646944521217,0.06075354269968106,0.07029249839028966,0.8642962491154487,-0.1171339946137649,0.2222055664872725,0.15670556648727257,0.5038461538461538,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
lagged_return_reversal,9100,130,0.0019205552820163306,0.029838913462375907,0.503956043956044,0.029093322407283243,0.017386658412938863,1.5459059154105985,0.9561775152410821,0.5953633810144958,0.03140084746989342,0.08989706721121131,0.3492977962909266,-0.18436538169157168,0.15913710656916952,0.08099424942631239,0.6010989010989011,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
ridge_finance_only,9100,130,0.0018416387865592694,0.0290688088764629,0.49725274725274726,0.01869968820639366,-0.00337162650879716,1.2255026643030402,-0.2293374894109568,-0.1427968561409412,-0.035504181299996065,0.06929977232024437,-0.5123275316970172,-0.1830547691177005,-0.05443538827379943,-0.09157824541665652,0.28571428571428564,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
rolling_mean_5d,9100,130,0.001904419693845468,0.02963227322918557,0.49241758241758243,-0.00899354867586071,-0.012537652638200019,-0.5096072951890804,-0.7491345834633784,-0.46644821838671946,-0.045492645395006304,0.07880861071338899,-0.5772547565957465,-0.22519164827309818,-0.08241356947124645,-0.11734214089981784,0.2686813186813186,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
ridge_price_only,9100,130,0.0018457537555585093,0.029089151713658,0.5079120879120879,-0.03606686196317957,-0.017507417814642504,-2.893980557195204,-1.2547215389063822,-0.7812516459840297,-0.17198052624721036,0.0704617358136426,-2.4407648245008464,-0.47188241893890553,-0.39588627801859816,-0.4436005637328839,0.367032967032967,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
rolling_momentum_21d,9100,130,0.010942384518400142,0.07140503736971977,0.48406593406593407,0.010405637082289266,-0.018282072866127912,0.5772559245905886,-1.0589734520498428,-0.6593692120631225,0.06118375886759439,0.09963184407296508,0.6140984284380671,-0.19095580787923583,0.17145810819022367,0.1578152510473665,0.10494505494505495,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
elasticnet_full,9100,130,0.001844654376449002,0.029112486268452364,0.47417582417582416,-0.010752372007955195,-0.02114629455172958,-0.6571595829123242,-1.4733995241960307,-0.9174113680024436,-0.05764378645772524,0.07712750444095083,-0.7473830104519666,-0.38213489966068487,-0.13075579840286275,-0.14868436983143415,0.13791208791208787,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
ridge_full,9100,130,0.0018557217982120792,0.029225889064836846,0.4807692307692308,-0.04401023330630739,-0.04695063929293994,-2.9319623419667544,-3.639970698621393,-2.2664256661364126,-0.17622811857788176,0.07610396285346017,-2.3156234178923483,-0.5438803700008201,-0.4374137979191395,-0.4545566550619966,0.13186813186813184,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
country_sector_dummy,9100,130,0.0018545056159875062,0.02920517492582356,0.46186813186813186,-0.0640880034305254,-0.07811531815524447,-4.344956513043809,-6.266284996301481,-3.901698756070235,-0.23817123715172617,0.07115507628487532,-3.347213573325221,-0.6704776647202685,-0.6133305720183414,-0.6143305720183414,0.007692307692307693,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
ridge_country_features_only,9100,130,0.0018545056159875062,0.02920517492582356,0.46186813186813186,-0.0640880034305254,-0.07811531815524447,-4.344956513043809,-6.266284996301481,-3.901698756070235,-0.23817123715172617,0.07115507628487532,-3.347213573325221,-0.6704776647202685,-0.6133305720183414,-0.6143305720183414,0.007692307692307693,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
zero_score,9100,130,0.00184251583772449,0.029071469209962588,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
