model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,portfolio_mode,selection_buffer,fold
rolling_momentum_21d,8960,128,0.011046877800254198,0.07496637733514105,0.5027901785714286,0.027095874493971554,0.035409883471944056,1.3348665510161988,2.0418468732575645,2.864959288494541,0.16179404642100023,0.0987457364715712,1.6384914650728297,-0.058596426937429606,0.09375253151542867,0.08218110294400012,0.0904017857142857,,10.0,252.0,buffered,0.1,fold_2019_2022_to_2023h2
rolling_mean_5d,8960,128,0.0004704836610267569,0.014073329716710336,0.4987723214285714,0.017965508698481757,0.02126168899068164,0.9170665373419904,1.2049439039694958,1.6906827221008855,0.1372432452374603,0.09086042301522737,1.510484330613997,-0.04305457166138321,0.1023537118666465,0.06971085472378935,0.25502232142857145,,10.0,252.0,buffered,0.1,fold_2019_2022_to_2023h2
ridge_finance_only,8960,128,0.00040995966506135,0.012712201532394789,0.5035714285714286,-0.020855889286665704,0.0023504116889063046,-1.0237175438956825,0.14301292363993007,0.20066451080305572,-0.19482004764717367,0.08869583384348592,-2.196496038257628,-0.11686098870931926,-0.0444562146779295,-0.09895621467792949,0.42578125,,10.0,252.0,buffered,0.1,fold_2019_2022_to_2023h2
ridge_wind_weather_only,8960,128,0.0004096071718746924,0.01271134489684647,0.5012276785714286,-0.005338601954405765,0.00021319882045699526,-0.4285921125448238,0.015636350416659856,0.02193969976450543,-0.1920336978919469,0.06477604181235376,-2.9645790715067006,-0.10577866296863288,-0.011540925913369856,-0.09754092591336985,0.671875,,10.0,252.0,buffered,0.1,fold_2019_2022_to_2023h2
ridge_price_only,8960,128,0.0004098592217338165,0.012713646003787231,0.5013392857142858,-0.020439183486164837,-0.01651155485538598,-1.5258642344062399,-1.2949291563439398,-1.8169429661937189,-0.2505531559963653,0.06651667456051569,-3.7667721312257814,-0.1350796171029999,-0.08455080939497923,-0.12726509510926493,0.3337053571428571,,10.0,252.0,buffered,0.1,fold_2019_2022_to_2023h2
lagged_return_reversal,8960,128,0.0005156373266354994,0.01463998510835662,0.49709821428571427,-0.005330738500049599,-0.016957543740184308,-0.2512156469348526,-0.9369739328718394,-1.3146882889292058,-0.2598108214257287,0.0944634946974832,-2.7503833333476164,-0.1585171704694491,-0.06203882993052886,-0.1319674013591003,0.5463169642857142,,10.0,252.0,buffered,0.1,fold_2019_2022_to_2023h2
elasticnet_full,8960,128,0.00040973852338629046,0.012710808043346018,0.49051339285714285,-0.01894225454716253,-0.018489452542774884,-0.9549887999770564,-1.0481435512890442,-1.4706727729050466,-0.2332130045533649,0.09116771953894241,-2.5580655711558924,-0.14245327745417655,-0.0798859705667885,-0.1184573991382171,0.3013392857142857,,10.0,252.0,buffered,0.1,fold_2019_2022_to_2023h2
ridge_full,8960,128,0.00041062738863263004,0.012738100283542933,0.49118303571428573,-0.02363070364060895,-0.02069725629467456,-1.3023654230269075,-1.3267196839879534,-1.8615489396644682,-0.14988717225596285,0.09074383664194274,-1.6517614617440965,-0.13048368433518934,-0.050490309717314455,-0.0761331668601716,0.2003348214285714,,10.0,252.0,buffered,0.1,fold_2019_2022_to_2023h2
country_sector_dummy,8960,128,0.0004101098768429634,0.012725587678669091,0.48683035714285716,-0.01805635047463347,-0.022157723124135022,-1.0876216311046671,-1.289840096794854,-1.8098023972236303,-0.13738681056979749,0.0899586494050502,-1.5272218011099299,-0.13931931798886668,-0.06878377679735745,-0.06978377679735745,0.0078125,,10.0,252.0,buffered,0.1,fold_2019_2022_to_2023h2
ridge_country_features_only,8960,128,0.0004101098768429634,0.012725587678669091,0.48683035714285716,-0.01805635047463347,-0.022157723124135022,-1.0876216311046671,-1.289840096794854,-1.8098023972236303,-0.13738681056979749,0.0899586494050502,-1.5272218011099299,-0.13931931798886668,-0.06878377679735745,-0.06978377679735745,0.0078125,,10.0,252.0,buffered,0.1,fold_2019_2022_to_2023h2
zero_score,8960,128,0.0004096719889100509,0.012709636574358262,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,252.0,buffered,0.1,fold_2019_2022_to_2023h2
