name,country,latitude,longitude,capacity_mw,physical_cluster
Peyrelevade,FRA,45.7104,2.0374,9.0,1
Pithiviers-le-Vieil,FRA,48.1741,2.2062,10.0,1
Plestan,FRA,48.4145,-2.4415,14.0,1
Pleugriffet,FRA,47.994,-2.6913,10.0,1
Pleyber-Christ,FRA,48.5106,-3.8717,8.1,1
Plogastel-Saint-Germain,FRA,47.9773,-4.2636,9.2,1
Plomodiern,FRA,48.1809,-4.217,12.0,1
Plouarzel,FRA,48.439,-4.7203,3.4,1
Ploudalmézeau,FRA,48.5372,-4.6694,9.1,1
Plougras,FRA,48.4965,-3.5645,6.0,1
Plouguin,FRA,48.529,-4.5933,23.29,1
Plouigneau,FRA,48.5736,-3.7035,10.0,1
Plouisy,FRA,48.5841,-3.1911,6.8,1
Ploumoguer,FRA,48.3996,-4.7157,5.7,1
Plounévez-Quintin,FRA,48.2853,-3.2406,2.0,1
Plourin,FRA,48.5026,-4.6843,3.4,1
Plouvien,FRA,48.5397,-4.4658,10.4,1
Plouyé,FRA,48.3202,-3.7343,3.0,1
Plozévet,FRA,47.9828,-4.4092,6.0,1
Plumieux,FRA,48.1059,-2.5909,8.6,1
Pluzunet,FRA,48.6365,-3.3706,6.0,1
Pléchâtel,FRA,47.8751,-1.7341,4.8,1
Plélan-le-Grand,FRA,47.9966,-2.0797,12.0,1
Pogny,FRA,48.8662,4.4952,4.2,1
Poinson-lès-Nogent,FRA,47.9915,5.3802,24.3,1
Poinville,FRA,48.1746,1.9099,35.75,1
Poiseul-la-Grange,FRA,47.5775,4.7937,10.0,1
Pont-Melvez,FRA,48.4743,-3.2847,19.5,1
Pont-Remy,FRA,50.0622,1.9143,12.0,1
Pont-de-Salars,FRA,44.2779,2.7097,12.0,3
Pontruet,FRA,49.9149,3.2294,12.0,1
Port-Saint-Louis-du-Rhône,FRA,43.4161,4.8059,21.25,3
Portel-des-Corbières,FRA,43.0519,2.9062,11.775,3
Pouillé-les-Côteaux,FRA,47.4671,-1.1741,9.693,1
Poussan,FRA,43.4943,3.6605,6.0,3
Pouzols-Minervois,FRA,43.2849,2.8122,5.1,3
Pradelles-Cabardès,FRA,43.4117,2.4389,10.4,3
Preuseville,FRA,49.8803,1.5052,13.5,1
Prouville,FRA,50.1561,2.1299,20.0,1
Pussay,FRA,48.3506,1.9985,9.2,1
Périgny-la-Rose,FRA,48.5539,3.6246,14.0,1
Péré,FRA,46.0924,-0.8163,8.4,1
Quesnoy-sur-Airaines,FRA,49.9359,1.9961,34.5,1
Quincy,FRA,47.1302,2.1559,12.0,1
Quinquempoix,FRA,49.5472,2.4189,11.5,1
Quittebeuf,FRA,49.1072,1.006,8.28,1
Radenac,FRA,47.9488,-2.7136,8.2,1
Radinghem,FRA,50.547,2.1176,8.0,1
Rageade,FRA,45.1481,3.292,26.0,3
Raival,FRA,48.8863,5.2511,12.0,1
Rambures,FRA,49.9412,1.6954,12.0,1
Raucourt-et-Flaba,FRA,49.5896,4.9623,12.0,1
Reffroy,FRA,48.6263,5.4708,12.3,1
Rehaincourt,FRA,48.3614,6.4694,6.8,1
Remilly-Wirquin,FRA,50.67,2.1755,12.3,1
Renneville,FRA,49.6513,4.136,18.45,1
Repaix,FRA,48.6125,6.8308,13.2,1
Rethonvillers,FRA,49.7362,2.8559,17.7,1
Retiers,FRA,47.9058,-1.3436,11.5,1
Rhèges,FRA,48.5322,3.9947,12.3,1
Ribemont,FRA,49.7885,3.4706,10.0,1
Rilhac-Lastours,FRA,45.6586,1.1137,2.0,1
Rimboval,FRA,50.5151,1.9891,10.0,1
Riols,FRA,43.5016,2.7979,3.6,3
Rivesaltes,FRA,42.7789,2.8767,9.0,3
Roche-Charles-la-Mayrand,FRA,45.4478,3.02,16.3,3
Rochefort-en-Valdaine,FRA,44.5122,4.858,7.5,3
Roinville,FRA,48.4419,1.7561,8.0,1
Roman,FRA,48.8364,1.0452,10.0,1
Ronchois,FRA,49.724,1.6232,12.0,1
Roquefort-des-Corbières,FRA,42.9921,2.9299,13.855,3
Roquetaillade,FRA,42.9988,2.2072,5.93,3
Roudouallec,FRA,48.1202,-3.6944,5.6,1
Roumens,FRA,43.4643,1.9361,8.35,3
Roussas,FRA,44.4426,4.7873,21.0,3
Rouy-le-Petit,FRA,49.7656,2.9528,16.4,1
Rouécourt,FRA,48.3284,5.0753,12.0,1
Roye,FRA,49.6727,2.7927,34.0,1
Rully,FRA,48.829,-0.7154,12.0,1
Rumont,FRA,48.8297,5.2712,24.6,1
Réclainville,FRA,48.3381,1.7387,6.0,1
Rémérangles,FRA,49.4485,2.2911,24.0,1
Rézentières,FRA,45.1344,3.1057,12.0,3
Sachin,FRA,50.4926,2.367,9.2,1
Saffré,FRA,47.4913,-1.5793,16.304,1
Sains-lès-Pernes,FRA,50.4789,2.3488,6.4,1
Saint-Agrève,FRA,45.0053,4.4131,13.812,3
Saint-Alban,FRA,48.5547,-2.5089,10.0,1
Saint-Allouestre,FRA,47.9081,-2.7358,9.693,1
Saint-Amand,FRA,49.0443,-0.9484,13.8,1
Saint-Amand-sur-Fion,FRA,48.8267,4.6109,17.9,1
Saint-André-Farivillers,FRA,49.5819,2.3001,11.5,1
Saint-Arnac,FRA,42.777,2.5354,1.75,3
Saint-Aubin-sur-Aire,FRA,48.7149,5.4467,23.7,1
Saint-Barnabé,FRA,48.1385,-2.7018,12.0,1
Saint-Bihy,FRA,48.3754,-2.9682,3.2,1
Saint-Christophe-du-Bois,FRA,47.0289,-0.9652,8.0,1
Saint-Cirgues-en-Montagne,FRA,44.7679,4.0883,18.45,3
Saint-Clément,FRA,44.9504,4.2607,1.2,3
Saint-Congard,FRA,47.768,-2.3283,8.4,1
Saint-Coulitz,FRA,48.1822,-4.0672,8.8,1
Saint-Crépin,FRA,45.9968,-0.7402,9.5,1
Saint-Cyr-en-Pail,FRA,48.4335,-0.2521,10.25,1
Saint-Fraigne,FRA,45.9569,-0.0148,12.0,1
Saint-François,FRA,16.273,-61.2811,4.34,4
Saint-Félix-Lauragais,FRA,43.4508,1.9019,10.02,3
Saint-Genou,FRA,46.9111,1.3511,12.0,1
Saint-Georges-des-Gardes,FRA,47.1673,-0.7645,10.0,1
Saint-Georges-sur-Arnon,FRA,46.9823,2.0734,46.0,1
Saint-Germain-de-Longue-Chaume,FRA,46.7188,-0.3437,10.0,1
Saint-Germainmont,FRA,49.521,4.135,20.5,1
Saint-Gildas,FRA,48.4222,-3.0068,9.2,1
Saint-Gouéno,FRA,48.2799,-2.556,5.95,1
Saint-Guen,FRA,48.2112,-2.9132,9.2,1
Saint-Hilaire-la-Croix,FRA,46.0401,3.0454,1.2,1
Saint-Jacques-de-Néhou,FRA,49.4205,-1.616,10.25,1
Saint-Jean-Lachalm,FRA,44.942,3.7239,18.6,3
Saint-Just-en-Chaussée,FRA,49.5114,2.4175,6.9,1
Saint-Loup-en-Champagne,FRA,49.4505,4.2684,26.0,1
Saint-Léger,FRA,50.1839,2.8514,10.25,1
Saint-Léger-lès-Domart,FRA,50.056,2.1407,12.0,1
Saint-Macoux,FRA,46.1184,0.2263,12.0,1
Saint-Malo-des-Trois-Fontaines,FRA,48.0171,-2.469,10.5,1
Saint-Mandé-sur-Brédoire,FRA,46.0371,-0.2779,12.0,1
Saint-Martin-de-Crau,FRA,43.6121,4.8564,7.2,3
Saint-Martin-des-Besaces,FRA,49.0087,-0.8431,6.0,1
Saint-Martin-du-Mont,FRA,47.4152,4.8122,12.0,1
Saint-Martin-lès-Melle,FRA,46.2261,-0.1684,12.0,1
Saint-Martin-sur-Oust,FRA,47.7627,-2.2644,9.0,1
Saint-Michel-Chef-Chef,FRA,47.1753,-2.1272,10.25,1
Saint-Ouen-Domprot,FRA,48.614,4.3926,10.0,1
Saint-Philbert-de-Bouaine,FRA,46.9925,-1.5071,16.4,1
Saint-Pierre-Bénouville,FRA,49.7377,0.9745,12.0,1
Saint-Pierre-de-Maillé,FRA,46.6777,0.8251,24.0,1
Saint-Pierre-le-Viger,FRA,49.8261,0.8502,12.0,1
Saint-Quentin,FRA,49.8473,3.2779,11.0,1
Saint-Quentin-en-Mauges,FRA,47.2888,-0.8988,16.0,1
Saint-Quentin-la-Motte-Croix-au-,FRA,50.0734,1.4527,9.2,1
Saint-Sauveur,FRA,46.8024,0.6456,22.9,1
Saint-Sauveur-de-Ginestoux,FRA,44.7019,3.6154,6.68,3
Saint-Servais,FRA,48.3862,-3.374,6.1,1
Saint-Servant,FRA,47.899,-2.5122,12.0,1
Saint-Vincent-des-Landes,FRA,47.6556,-1.5048,12.0,1
Saint-Ébremond-de-Bonfossé,FRA,49.0725,-1.1451,6.93,1
Saint-Étienne-de-Lugdarès,FRA,44.6475,3.9732,22.6,3
Saint-Étienne-du-Gué-de-l'Isle,FRA,48.0853,-2.6433,8.8,1
Sainte-Marie,FRA,47.6934,-2.0138,1.25,1
Sainte-Rose,FRA,-21.192,55.7545,6.256,17
Sainte-Suzanne,FRA,-20.9511,55.5908,10.175,18
Sainte-Thorette,FRA,47.0778,2.2069,20.0,1
Sallen,FRA,49.117,-0.8395,8.3,1
Salles-Curan,FRA,44.1597,2.8299,87.0,3
Salles-de-Villefagnan,FRA,45.9595,0.1704,20.7,1
Santilly,FRA,48.1488,1.8797,10.0,1
Saulces-Champenoises,FRA,49.4465,4.5042,20.0,1
Saulgond,FRA,45.9561,0.7864,6.0,1
Saulzet,FRA,46.1373,3.2207,1.2,1
Sauveterre,FRA,43.4532,2.5599,12.0,3
Savières,FRA,48.4056,3.9341,12.0,1
Scaër,FRA,48.0279,-3.7304,11.5,1
Semoine,FRA,48.6737,4.0936,12.0,1
Sepmeries,FRA,50.2772,3.5606,2.0,1
Seraumont,FRA,48.4311,5.6079,10.25,1
Sermaises,FRA,48.2985,2.2037,12.0,1
Servières,FRA,44.5858,3.4181,2.0,3
Silfiac,FRA,48.1448,-3.1732,3.4,1
Sion-les-Mines,FRA,47.7292,-1.581,10.0,1
Sorbon,FRA,49.5514,4.3721,6.6,1
Sortosville-en-Beaumont,FRA,49.4248,-1.7098,8.25,1
Soudan,FRA,46.4326,-0.0955,10.25,1
Soudan,FRA,47.7256,-1.2902,6.9,1
Souilly,FRA,49.0294,5.3014,18.0,1
Soulangy,FRA,48.9397,-0.2143,10.0,1
Sourdeval-les-Bois,FRA,48.912,-1.2768,2.0,1
Sourdon,FRA,49.708,2.4008,13.8,1
Souvigné,FRA,46.3587,-0.1704,8.0,1
Stenay,FRA,49.5005,5.1981,11.5,1
Séglien,FRA,48.1024,-3.1517,9.25,1
Ségur,FRA,44.2911,2.8443,12.0,3
Séry-lès-Mézières,FRA,49.765,3.4235,8.0,1
Sévigny-Waleppe,FRA,49.6174,4.0803,18.45,1
Talizat,FRA,45.1231,3.0534,18.0,3
Tangry,FRA,50.4614,2.3595,9.2,1
Tarzy,FRA,49.8762,4.2968,8.0,1
Tellancourt,FRA,49.509,5.6303,16.0,1
Terminiers,FRA,48.0896,1.7296,21.4,1
Terre-de-Bas,FRA,15.8544,-61.6334,1.925,4
Thaas,FRA,48.6395,3.8703,12.0,1
Thicourt,FRA,48.9916,6.5588,8.0,1
Thory,FRA,49.72,2.4307,13.8,1
Togny-aux-Boeufs,FRA,48.8473,4.4212,22.0,1
Tournoisis,FRA,48.0009,1.6034,36.0,1
Tourville-la-Chapelle,FRA,49.9454,1.259,11.0,1
Touvois,FRA,46.9066,-1.6792,8.2,1
Trans,FRA,48.2832,-0.3087,6.9,1
Trayes,FRA,46.669,-0.4826,10.0,1
Treilles,FRA,42.9178,2.9436,13.0,3
Trébry,FRA,48.3456,-2.5575,9.0,1
Trécon,FRA,48.8666,4.0876,12.25,1
Trémeheuc,FRA,48.4387,-1.6977,12.0,1
Trémont,FRA,48.5993,0.2735,2.4,1
Tuchan,FRA,42.9063,2.7278,11.7,3
Turcey,FRA,47.4088,4.7193,22.0,1
Téterchen,FRA,49.2303,6.5678,9.0,1
Vairé,FRA,46.6054,-1.7499,4.2,1
Valanjou,FRA,47.2181,-0.6063,12.0,1
Valhuon,FRA,50.434,2.384,4.0,1
Valonne,FRA,47.3422,6.6686,10.0,5
Vanault-le-Châtel,FRA,48.8658,4.7049,8.5,1
Vatan,FRA,47.0539,1.8255,18.0,1
Vaudeville-le-Haut,FRA,48.4492,5.5892,8.2,1
Vauvillers,FRA,49.8429,2.7066,12.0,1
Vaux-Andigny,FRA,50.0109,3.5233,12.0,1
Vaux-lès-Mouzon,FRA,49.6033,5.1364,7.269,1
Venoy,FRA,47.8052,3.6544,12.0,1
Verchin,FRA,50.4939,2.1804,18.2,1
Vernoux-en-Gâtine,FRA,46.6225,-0.5176,8.0,1
Vesvres-sous-Chalancey,FRA,47.6958,5.171,12.0,1
Veulettes-sur-Mer,FRA,49.8454,0.5876,8.0,1
Vieilmoulin,FRA,47.3141,4.6724,12.0,1
Villemeux-sur-Eure,FRA,48.6715,1.4578,12.0,1
Villeret,FRA,49.9495,3.1883,4.0,1
Villers-le-Sec,FRA,49.7713,3.5038,6.0,1
Villeselve,FRA,49.6861,3.1125,10.25,1
Villeseneux,FRA,48.8443,4.1431,12.25,1
Villesèque-des-Corbières,FRA,43.0193,2.8696,55.31,3
Villeveyrac,FRA,43.5006,3.5933,14.0,3
Villotte-Saint-Seine,FRA,47.4298,4.7126,8.0,1
Vincly,FRA,50.5561,2.1791,9.9,1
Vis-en-Artois,FRA,50.2457,2.9353,2.4,1
Vitry-la-Ville,FRA,48.8249,4.4015,34.0,1
Vitry-lès-Nogent,FRA,47.9864,5.3435,4.05,1
Viviers-sur-Chiers,FRA,49.4655,5.6314,20.8,1
Vix,FRA,46.3542,-0.8573,10.0,1
Viâpres-le-Petit,FRA,48.5816,4.053,2.0,1
Vouarces,FRA,48.5924,3.8911,12.0,1
Vouthon-Haut,FRA,48.4742,5.6026,10.25,1
Vron,FRA,50.3162,1.7646,17.2,1
Vyt-lès-Belvoir,FRA,47.3487,6.6263,10.0,5
Wancourt,FRA,50.2557,2.8558,2.0,1
Woelfling-lès-Sarreguemines,FRA,49.0858,7.1844,10.0,1
Xambes,FRA,45.8242,0.1068,13.8,1
Yvignac-la-Tour,FRA,48.3493,-2.1711,8.0,1
Échalot,FRA,47.6073,4.8348,16.0,1
Écly,FRA,49.5543,4.287,10.0,1
Éguilly-sous-Bois,FRA,48.1391,4.538,12.5,1
Épehy,FRA,50.0062,3.1329,18.4,1
Épense,FRA,48.9745,4.8313,4.25,1
Épizon,FRA,48.3735,5.3222,80.0,1
Érize-Saint-Dizier,FRA,48.8107,5.2833,11.5,1
Érize-la-Brûlée,FRA,48.8467,5.2753,10.0,1
Érize-la-Petite,FRA,48.9145,5.2374,12.0,1
Étalante,FRA,47.6291,4.7664,20.0,1
Amrumbank West,DEU,54.5,7.7999,301.32,0
BARD Offshore 1,DEU,54.36,5.98,400.0,0
Baltic 2,DEU,54.983,13.162,288.0,19
Borkum Riffgrund I,DEU,53.9667,6.55,312.0,0
Butendiek,DEU,55.019,7.774,288.0,0
Bürgerwindpark im Kirchspiel Medelby,DEU,54.7776,9.1334,82.23,0
Global Tech I,DEU,54.509,6.367,400.0,0
Gode Wind 1 - Teil 1,DEU,54.041,6.994,263.1,0
Meerwind SüdIOst,DEU,54.392,7.704,288.0,0
OWP Nordsee Ost,DEU,54.445,7.683,295.2,0
Offshore Windfarm Danysk,DEU,55.1416,7.1945,284.4,0
SWM Wind Havelland GmbH & Co. KG,DEU,52.3869,12.5636,171.0,6
Trianel Windpark Borkum,DEU,54.0416,6.4667,200.0,0
UW Bertikow,DEU,53.2641,14.048,340.0,20
Windpark Arneburg 2,DEU,52.7002,11.9387,31.5,6
Windpark Arneburg 2,DEU,52.7002,11.9387,117.0,6
Windpark Dahme,DEU,51.8686,13.5491,76.5,21
Windpark Druxberge,DEU,52.1651,11.2742,116.7,6
Windpark Fehmarn,DEU,54.4856,11.1097,143.0,2
Windpark Hakenstedt,DEU,52.1663,11.2847,82.7,6
Windpark Hüselitz,DEU,52.5174,11.7882,92.4,6
Windpark Klettwitz,DEU,51.5452,13.8652,89.1,22
Windpark Reußenköge,DEU,54.6409,9.0139,189.312,0
Windpark Riffgat,DEU,53.692,6.475,113.4,0
Windparks Biere und Borne,DEU,51.9605,11.6207,94.5,6
Altagowlan,IRL,54.1222,-8.1486,7.6,7
Ballincollig Hill,IRL,52.3096,-9.5892,13.3,8
Ballinlough/Ikerrin,IRL,52.8301,-8.0752,2.55,8
Ballywater,IRL,52.5387,-6.2396,42.0,9
Barranafaddock,IRL,52.179,-8.091,32.4,8
Bellacorick,IRL,54.1126,-9.5875,6.45,7
Bindoo,IRL,54.0108,-7.1142,48.0,23
Boggeragh,IRL,52.0396,-8.9154,57.0,8
Boggeragh 2,IRL,52.0396,-8.9154,66.7,8
Bruckana,IRL,52.7846,-7.6688,39.6,8
Castledockrell,IRL,52.5898,-6.6391,41.4,9
Cloghboola,IRL,52.3454,-9.4513,46.0,8
Coomacheo,IRL,52.0174,-9.1545,41.4,8
Crocane,IRL,51.844,-8.1557,1.6,8
Cuillalea,IRL,53.8485,-9.0712,3.4,7
Derrybrien,IRL,53.0937,-8.6095,60.0,8
Derrynadivva,IRL,53.9104,-9.3408,8.0,7
Garracummer,IRL,52.642,-8.1479,42.5,8
Gavagh Glebe,IRL,54.1603,-8.2221,26.0,7
Geevagh,IRL,54.1417,-8.2673,5.0,7
Glenough,IRL,52.6386,-8.0786,32.5,8
Kilgarvan,IRL,51.9342,-9.3269,45.0,8
Kill Hill,IRL,52.5394,-7.7745,36.8,8
Knockacummer 1,IRL,52.2788,-9.0988,87.0,8
Knocknagoum,IRL,52.3412,-9.5676,44.5,8
Largan Hill,IRL,53.9475,-8.5596,5.9,7
Lenanavea,IRL,53.9241,-9.3505,4.5,7
Lisheen,IRL,52.7589,-7.7167,54.0,8
Mace Upper,IRL,53.7707,-8.971,2.4,7
Meentycat,IRL,54.8702,-7.8562,72.0,24
Monaincha Bog (Gate 3),IRL,52.9348,-7.7054,32.55,8
Mount Lucas,IRL,53.2811,-7.2207,84.0,8
Mountain Lodge,IRL,53.9955,-7.119,34.5,25
Raheen Barr,IRL,53.9001,-9.3579,18.7,7
Raheenleagh Wind Farm,IRL,52.7973,-6.3164,36.5,9
Sliabh Bawn,IRL,53.7356,-8.0679,58.0,7
Taurbeg,IRL,52.2563,-9.134,25.3,8
Tullynamoyle,IRL,54.1217,-8.1455,22.0,7
Beabuorren,NLD,53.0417,5.5014,10.4,0
Burgervlotbrug,NLD,52.7533,4.6819,7.65,0
Culemborg,NLD,51.955,5.2278,6.0,0
De Bjirmen,NLD,53.2342,5.5114,6.0,0
Delfzijl Zuid,NLD,53.33,6.9181,78.2,0
EPZ,NLD,51.4388,3.7035,24.05,0
Ecopark Waalwijk,NLD,51.6825,5.0708,7.5,0
Egmond aan Zee,NLD,52.6061,4.4188,108.0,0
Etten-Leur,NLD,51.5866,4.776,6.5,0
Flushing outer,NLD,51.4425,3.5736,1.58,0
Gemini,NLD,54.036,5.963,600.0,0
Halsteren,NLD,51.5283,4.2678,6.8,0
Haringvliet,NLD,51.8412,4.0606,3.6,0
Hemweg,NLD,52.4053,4.8466,5.28,0
Herkingen,NLD,51.71,4.0875,8.25,0
Hiddum-Houw,NLD,53.083,5.3909,5.23,0
Irene Vorrink,NLD,52.5083,5.475,16.8,0
Jacobahaven,NLD,51.5975,3.6848,9.0,0
Kats II,NLD,51.5675,3.8847,9.0,0
Kneeshoek,NLD,52.8608,4.8361,4.8,0
Koegorspolder,NLD,51.3358,3.8278,44.0,0
Leeuwarden,NLD,53.2014,5.8086,1.8,0
Lopik,NLD,51.9725,4.9486,6.0,0
Luchterduinen,NLD,52.405,4.1619,129.0,0
Marrum,NLD,53.3228,5.802,5.25,0
Neeltje Jans,NLD,51.632,3.699,12.0,0
Nerefco,NLD,51.9539,4.0954,22.5,0
Northeast Binnendijks,NLD,52.588,4.223,217.5,0
Outside the Northeast,NLD,38.0211,-87.5172,144.0,26
Pallandt,NLD,51.7044,4.2343,14.0,0
Princess Amalia,NLD,52.588,4.223,120.0,0
Rachel Carson (Eemmeerdijk),NLD,52.33,5.5417,18.0,0
Rozenburg Peninsula,NLD,51.9042,4.2486,15.0,0
Test Site Lelystad,NLD,52.5083,5.475,8.3,0
Ulketocht,NLD,52.8383,4.8917,6.0,0
Velsen,NLD,52.46,4.65,9.0,0
Westereems,NLD,53.4375,6.8613,213.3,0
Weststad Oosterhout,NLD,51.645,4.8597,15.0,0
Willem Anna Polder,NLD,51.6392,4.1292,9.0,0
flushing,NLD,51.4425,3.5736,2.3,0
Bessakerfjellet,NOR,64.2221,10.3721,58.0,27
Fakken,NOR,70.1023,20.1077,59.0,28
Grov,NOR,61.8243,8.9741,45.0,29
Havoygavlen,NOR,71.0109,24.5824,40.0,30
Hitra,NOR,63.526,8.7793,55.0,31
Hog Jare,NOR,58.6464,5.7483,74.0,32
Hundhammerfjelle,NOR,64.7554,11.3764,46.0,33
Kjollefjord,NOR,70.9217,27.2541,50.0,34
Nygardsfjellet,NOR,68.5078,17.8764,36.0,35
Smola,NOR,63.4106,7.9099,160.0,36
