model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,fold
lagged_return_reversal,9100,130,0.00045591887336069885,0.01420322657121724,0.5058241758241758,0.01575026841421756,0.03748785713542073,0.8297347589462107,2.2808782995599786,3.1756359338730067,-0.07234455986386733,0.05877916301737688,-1.2307858116741153,-0.06268713767019478,0.08584960648697829,-0.03732060627897917,0.9474631751227496,0.0,10.0,252.0,fold_2019_2023_to_2024h2
elasticnet_full,9100,130,0.00037357140030891043,0.0127234975290121,0.5184615384615384,0.02500726357573267,0.033010604605016855,1.3439401691985253,1.9960576954833429,2.779084068222098,-0.022084055582082256,0.05854986221667574,-0.3771837327363076,-0.04368158911391599,0.09069253802714264,-0.011392568355836085,0.7852700490998363,0.0,10.0,252.0,fold_2019_2023_to_2024h2
ridge_finance_only,9100,130,0.0003735405461017669,0.012728370793955068,0.49230769230769234,0.009963377613749148,0.009631731893352289,0.6130055214038682,0.6336679120446619,0.8822472430990796,0.017985854036173247,0.061249536327055806,0.29364881948058674,-0.059378387125790535,0.0897748706654018,0.00927841676469255,0.6192034915439172,0.0,10.0,252.0,fold_2019_2023_to_2024h2
ridge_wind_weather_only,9100,130,0.00037354176213092024,0.012729127124452443,0.5008791208791209,0.01583739584411838,0.005573506650543726,1.186455341646038,0.3977424233749343,0.5537713837423257,-0.1444774905477404,0.05606001498974082,-2.5771932200549768,-0.10395182396751854,0.04382966335303157,-0.074532038774628,0.9104746317512276,0.0,10.0,252.0,fold_2019_2023_to_2024h2
rolling_mean_5d,9100,130,0.00043462135491858714,0.013888641380670114,0.497032967032967,-0.011752952897047274,-0.006861224036781254,-0.6105457535790771,-0.3842077324496737,-0.534927217061265,-0.23443865825341287,0.05587115342806765,-4.196059037070808,-0.1296787855313738,-0.06563561313140429,-0.12094057767041139,0.42542280414620837,0.0,10.0,252.0,fold_2019_2023_to_2024h2
ridge_price_only,9100,130,0.00037374619464066166,0.012726401690468445,0.4968131868131868,-0.012506015954737205,-0.010091805424185208,-0.9482865100123203,-0.7383025623635743,-1.0279286481723262,-0.24756456370009505,0.054425736827786446,-4.548667195511514,-0.11845753384036867,-0.021307622780106443,-0.12771187809925538,0.8184942716857612,0.0,10.0,252.0,fold_2019_2023_to_2024h2
ridge_full,9100,130,0.00037411068434166264,0.012751435911810697,0.4847252747252747,-0.012371536979699138,-0.015767749161762903,-0.8349593743398768,-1.2900028831140575,-1.7960535251736502,0.026345122036702875,0.05638400667882327,0.46724458917527745,-0.03491930863924543,0.07988151770046055,0.013590737558616561,0.5099290780141845,0.0,10.0,252.0,fold_2019_2023_to_2024h2
rolling_momentum_21d,9100,130,0.009380585008224439,0.06503672397207347,0.49142857142857144,-0.004550669062043422,-0.01986641212177427,-0.2266602148550532,-1.0525750792233588,-1.4654860127021112,-0.05825506434098079,0.06513252759097259,-0.8944081627972165,-0.06376465055870872,-0.0051798753059264305,-0.030052215731458342,0.19132569558101475,0.0,10.0,252.0,fold_2019_2023_to_2024h2
country_sector_dummy,9100,130,0.000374064332947731,0.012735354060864264,0.48318681318681317,-0.02517459424499044,-0.03537651379641862,-1.8615077388612382,-2.7009341674002822,-3.7604740238338867,-0.12726106543670038,0.05895660887714295,-2.1585547042214395,-0.06473139388352904,-0.03755835104848357,-0.06565054963004384,0.2160938352427714,0.0,10.0,252.0,fold_2019_2023_to_2024h2
ridge_country_features_only,9100,130,0.000374064332947731,0.012735354060864264,0.48318681318681317,-0.02517459424499044,-0.03537651379641862,-1.8615077388612382,-2.7009341674002822,-3.7604740238338867,-0.12726106543670038,0.05895660887714295,-2.1585547042214395,-0.06473139388352904,-0.03755835104848357,-0.06565054963004384,0.2160938352427714,0.0,10.0,252.0,fold_2019_2023_to_2024h2
zero_score,9100,130,0.00037362276067377966,0.012724782634286265,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,252.0,fold_2019_2023_to_2024h2
