model,mean_rankic,mean_ic,rankic_t_mean,sharpe_mean,net_pnl_sum,turnover_mean
rolling_momentum_21d,0.012059900799421165,0.01937634248088146,0.8880682653445543,0.5491082054489964,0.31794689352169997,0.1709978823260073
ridge_wind_weather_only,0.010787663213482769,0.013902986982733448,1.0215986174997793,-0.7484822564412412,-0.2685759645736071,0.7349802541208791
rolling_mean_5d,0.007312249539692738,0.0031797773769744533,0.44574603373038135,0.16809565821696623,0.060120346598254604,0.3750429258241758
ridge_finance_only,0.00728632664289845,0.001320144283372063,0.4908343976497917,-0.5650317026788249,-0.3179012753097296,0.5774453411172161
lagged_return_reversal,0.003362240779495882,0.004006346571990935,0.14946949677000912,-0.9514022162286558,-0.5196160915147714,0.8507426167582417
ridge_price_only,-0.0038124950298903206,-0.013346326594878758,-0.2870049519777759,-1.64102210793281,-0.6303916427486487,0.603763163919414
elasticnet_full,-0.016600922039206566,-0.018877495313434443,-1.0805061342980535,-1.0071611796429216,-0.6333967950270298,0.35042925824175825
ridge_full,-0.02761511669784571,-0.03002339167221586,-2.249137857809339,-1.4950549204135701,-0.6445095613701329,0.305601820054945
country_sector_dummy,-0.04183011942238918,-0.04089641377408874,-3.0132055590159137,-2.006265912513705,-0.9123075739843648,0.0064703525641025645
ridge_country_features_only,-0.04183011942238918,-0.04089641377408874,-3.0132055590159137,-2.006265912513705,-0.9123075739843648,0.0064703525641025645
zero_score,,,,,0.0,0.0
