target_time,n_names,gross_return,net_return,turnover,gross_exposure,net_exposure,max_group_net_exposure,long_count,short_count,model,fold
2023-01-02 23:00:00+00:00,70,-0.0007015081808290454,-0.0017015081808290453,1.0,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-03 23:00:00+00:00,70,0.010970531053792866,0.010693935309112015,0.2765957446808511,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-04 23:00:00+00:00,70,0.014277331153171157,0.014192224770192434,0.0851063829787234,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-05 23:00:00+00:00,70,0.005607051268325447,0.005415561906623319,0.19148936170212766,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-06 23:00:00+00:00,70,0.004737193645360529,0.004545704283658401,0.19148936170212766,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-09 23:00:00+00:00,70,0.005394707197526887,0.005118111452846036,0.2765957446808511,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-10 23:00:00+00:00,70,-0.0017222060953103453,-0.0018073124782890687,0.0851063829787234,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-11 23:00:00+00:00,70,-0.008515401203516394,-0.008621784182239798,0.10638297872340426,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-12 23:00:00+00:00,70,0.0012878728314485069,0.0010112770867676557,0.2765957446808511,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-13 23:00:00+00:00,70,-0.00020469160099623862,-0.000289797983974962,0.0851063829787234,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-16 23:00:00+00:00,70,0.004089874057864922,0.0039834910791415185,0.10638297872340426,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-17 23:00:00+00:00,70,0.005669283094809604,0.005392687350128753,0.2765957446808511,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-18 23:00:00+00:00,70,0.008077545166129371,0.007992438783150648,0.0851063829787234,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-19 23:00:00+00:00,70,-0.000716461296726237,-0.000716461296726237,0.0,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-20 23:00:00+00:00,70,-0.0008097648979223703,-0.0008948712809010937,0.0851063829787234,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-23 23:00:00+00:00,70,-0.007003309331133191,-0.007173522097090638,0.1702127659574468,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-24 23:00:00+00:00,70,-0.010742374135830433,-0.010827480518809156,0.0851063829787234,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-25 23:00:00+00:00,70,-0.0034244056148639234,-0.00359461838082137,0.1702127659574468,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-26 23:00:00+00:00,70,-0.0013747658673538752,-0.0015662552290560028,0.19148936170212766,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-27 23:00:00+00:00,70,0.00861852967665629,0.008448316910698844,0.1702127659574468,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-30 23:00:00+00:00,70,0.01337650839974516,0.013099912655064308,0.2765957446808511,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-01-31 23:00:00+00:00,70,-0.005744262512333619,-0.005935751874035747,0.19148936170212766,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-02-01 23:00:00+00:00,70,-0.011771909272126969,-0.011857015655105692,0.0851063829787234,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-02-02 23:00:00+00:00,70,-0.0013800092995654987,-0.0015714986612676263,0.19148936170212766,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
2023-02-03 23:00:00+00:00,70,0.004292294913498133,0.00420718853051941,0.0851063829787234,1.0,0.0,0.0,10,10,country_sector_dummy,fold_2019_2021_to_2023
