model,mean_rankic,mean_ic,rankic_t_mean,sharpe_mean,net_pnl_sum,turnover_mean
rolling_momentum_21d,0.021050449178859204,0.026619680148947045,1.3964344218488076,0.367756454316103,0.1705741318896977,0.1903623101927623
rolling_mean_5d,0.01094810157376857,0.0019826426337323775,0.6261489662993202,-1.5022064568609022,-1.0491442037247976,0.42454068353336966
ridge_wind_weather_only,0.009453510857599346,0.014878406463347649,0.663340649232168,0.5252101786363603,0.2685738137519324,0.8246235110929261
ridge_finance_only,0.005174965172573804,0.0022055087610613304,0.3364047880509509,0.09551000041261688,0.06538194043093387,0.5062163291052918
lagged_return_reversal,-0.009164551480812955,-0.002782308502468573,-0.5702959428401285,-0.33476893882143055,-0.1487529159614662,0.9157537165848336
ridge_price_only,-0.01109453564809063,-0.017134745207109822,-0.6121866681878523,-1.2231355976513891,-0.5884752940372708,0.8194951638934352
ridge_full,-0.03847336520477859,-0.04088318029481559,-3.0861529819124853,0.5304975475627883,0.3776367336707924,0.3712120953809783
elasticnet_full,-0.03911608474853342,-0.036431683518186854,-2.7229376254755273,-0.2338775592102813,-0.0932729117684098,0.4012112997817785
country_sector_dummy,-0.05582719725915949,-0.05210116613538066,-4.01941963514314,-0.6103779610845311,-0.351363676618019,0.20459444330787416
ridge_country_features_only,-0.05582719725915949,-0.05210116613538066,-4.01941963514314,-0.6103779610845311,-0.351363676618019,0.20459444330787416
zero_score,,,,,0.0,0.0
