model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,fold
rolling_momentum_21d,8960,128,0.01104687775530975,0.07496637811878813,0.5027901785714286,0.02709585665829645,0.03540660310082977,1.334865430531542,2.041772952652974,2.8648555689034656,0.10092012101053696,0.07568898469917804,1.3333528176079885,-0.03267680751220469,0.07404115569059358,0.05126101384662195,0.17796985815602837,0.0,10.0,252.0,fold_2019_2022_to_2023h2
rolling_mean_5d,8960,128,0.00047048367426324544,0.014073330217360286,0.4987723214285714,0.01796546074091969,0.021251573856959742,0.9170638111719006,1.204472002889293,1.6900205875399226,-0.0920652437227795,0.06900605419111112,-1.334161832638718,-0.058383015017757944,0.0054778363529009305,-0.046763298398872125,0.4081338652482269,0.0,10.0,252.0,fold_2019_2022_to_2023h2
ridge_finance_only,8960,128,0.0004099594690517216,0.01271220860253191,0.5034598214285714,-0.020816705060970622,0.002356678593607898,-1.0218733202894166,0.1433766551785677,0.20117487035243556,-0.07923871828142116,0.0664542509010588,-1.1923799788127427,-0.07123676133778088,0.04580140753284112,-0.0402482378572298,0.672262854609929,0.0,10.0,252.0,fold_2019_2022_to_2023h2
ridge_wind_weather_only,8960,128,0.0004096071799389046,0.01271134555545909,0.5012276785714286,-0.005338554266300466,0.00020273122369790595,-0.4285887570326815,0.014868331392924618,0.02086207574450223,-0.0778492995026298,0.06537434032865778,-1.1908234807610507,-0.05616033155247552,0.08240785327525998,-0.039542501334669106,0.9527371453900709,0.0,10.0,252.0,fold_2019_2022_to_2023h2
ridge_price_only,8960,128,0.0004098592297251739,0.012713646907074199,0.5013392857142858,-0.020439213174684213,-0.016518732636020782,-1.5258663172532783,-1.2954990675428393,-1.817742620861407,-0.22350632091156056,0.06098077259329001,-3.665193329088028,-0.11477355659173999,-0.007888722273214143,-0.11352702014555457,0.8252992021276596,0.0,10.0,252.0,fold_2019_2022_to_2023h2
lagged_return_reversal,8960,128,0.0005156373280025239,0.014639985167282389,0.49709821428571427,-0.005330696165384259,-0.016952896318967663,-0.2512136513312899,-0.9367436355472398,-1.3143651537970524,-0.23199548944179618,0.07367166335187313,-3.149046443185779,-0.14067928563304014,-0.004477276636427344,-0.11783897876408694,0.8856382978723404,0.0,10.0,252.0,fold_2019_2022_to_2023h2
elasticnet_full,8960,128,0.000409738531353213,0.01271080876855039,0.49051339285714285,-0.018942185183622354,-0.01848289137004262,-0.954984929477986,-1.0478223223814562,-1.4702220497119507,-0.09041802009847454,0.07173840974288309,-1.260385063211477,-0.09390966573707316,0.02586771285778261,-0.04592661338335215,0.5608931737588653,0.0,10.0,252.0,fold_2019_2022_to_2023h2
ridge_full,8960,128,0.00041062713727595183,0.012738105003578606,0.4909598214285714,-0.023619200436452152,-0.020721727371003886,-1.3016055564148965,-1.327277496271908,-1.8623316180842275,-0.032883426230881606,0.06343968236770987,-0.5183415963573443,-0.06333784535161388,0.053524257665908175,-0.016702692688701767,0.54864804964539,0.0,10.0,252.0,fold_2019_2022_to_2023h2
country_sector_dummy,8960,128,0.00041010988489358915,0.012725588455734335,0.48683035714285716,-0.018056361978303313,-0.02216975402835429,-1.0876221496694405,-1.2903862785177245,-1.8105687565528426,-0.07400342977791048,0.063312282388478,-1.1688637178459729,-0.09069192634010466,-0.00790819263288665,-0.03758904369671644,0.23188164893617022,0.0,10.0,252.0,fold_2019_2022_to_2023h2
ridge_country_features_only,8960,128,0.00041010988489358915,0.012725588455734335,0.48683035714285716,-0.018056361978303313,-0.02216975402835429,-1.0876221496694405,-1.2903862785177245,-1.8105687565528426,-0.07400342977791048,0.063312282388478,-1.1688637178459729,-0.09069192634010466,-0.00790819263288665,-0.03758904369671644,0.23188164893617022,0.0,10.0,252.0,fold_2019_2022_to_2023h2
zero_score,8960,128,0.0004096719968911839,0.012709637329112447,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,252.0,fold_2019_2022_to_2023h2
