model,mean_rankic,mean_ic,rankic_t_mean,sharpe_mean,net_pnl_sum,turnover_mean
rolling_momentum_21d,0.012059900799421165,0.01937634248088146,0.8880682653445543,0.3728740724579807,0.10116014916865437,0.1894659824513548
ridge_wind_weather_only,0.010787663213482769,0.013902986982733448,1.0215986174997793,-0.3614082893267223,-0.13035739320042755,0.8764940216402982
rolling_mean_5d,0.007312249539692738,0.0031797773769744533,0.44574603373038135,-1.659834888889687,-0.718702761729975,0.4268989248045099
ridge_finance_only,0.00728632664289845,0.001320144283372063,0.4908343976497917,0.19968463212676424,0.07097524205651422,0.6064246056101109
lagged_return_reversal,0.003362240779495882,0.004006346571990935,0.14946949677000912,-0.1432186973936549,-0.0967605506554339,0.9131201411620294
ridge_price_only,-0.0038124950298903206,-0.013346326594878758,-0.2870049519777759,-0.8909694394016513,-0.3011477317053079,0.8325537881887616
elasticnet_full,-0.016600922039206566,-0.018877495313434443,-1.0805061342980535,0.6331603155701979,0.2798157045200999,0.5523590936988544
ridge_full,-0.02761511669784571,-0.03002339167221586,-2.249137857809339,0.6607570563431748,0.17437545345052607,0.4215706833060557
country_sector_dummy,-0.04183011942238918,-0.04089641377408874,-3.0132055590159137,-0.5155151524515423,-0.19645446375351494,0.20459444330787416
ridge_country_features_only,-0.04183011942238918,-0.04089641377408874,-3.0132055590159137,-0.5155151524515423,-0.19645446375351494,0.20459444330787416
zero_score,,,,,0.0,0.0
