model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,tx_cost_bps,periods_per_year,fold
rolling_momentum_21d,17920,256,0.010000352650012027,0.07261031118688833,0.49313616071428573,0.01627784721870165,0.025854224100990253,1.2147373041045009,2.091945153369987,0.9282085821904054,0.062213978265690154,0.08907065507430427,0.6984789571132063,-0.3635854605699498,0.3584360800796961,0.3160075086511246,0.16573660714285715,10.0,50.4,fold_2019_2021_to_2023
ridge_price_only,17920,256,0.0018800609009717636,0.029614687959181003,0.5026785714285714,0.016147777254922172,0.011345511261689475,1.8585392609824742,1.3312801421968168,0.5906969651169428,-0.008551779191430187,0.0653275314155848,-0.13090620456829385,-0.294406685950182,0.16006239140860856,-0.043437608591391424,0.794921875,10.0,50.4,fold_2019_2021_to_2023
lagged_return_reversal,17920,256,0.0019623041777205976,0.030270622758871327,0.5046316964285714,0.0054669127394258756,0.0012776562906482714,0.4336736555713842,0.1092089258703299,0.048456653885661255,-0.06596640154999542,0.09040185427933044,-0.7297018637047807,-0.5678960962988442,-0.11878172215870703,-0.33506743644442116,0.8448660714285714,10.0,50.4,fold_2019_2021_to_2023
ridge_wind_weather_only,17920,256,0.0018803249757911153,0.029612966313496792,0.5059709821428572,0.010070985728418153,0.0010395440209166069,1.1804414223114406,0.11944738791990604,0.05299952076127601,-0.022317006932078436,0.06034276006124021,-0.3698373576122391,-0.18244126047446385,0.05392948859896668,-0.11335622568674761,0.6534598214285714,10.0,50.4,fold_2019_2021_to_2023
rolling_mean_5d,17920,256,0.0019503244662032986,0.03031202212163147,0.4923549107142857,-0.021806019800456475,-0.003714957302900144,-1.6868873391129897,-0.3161463764757407,-0.14027603897762472,-0.03229039556379227,0.0870495884198177,-0.3709425414864,-0.523285013842585,-0.06687185048275451,-0.16401470762561154,0.3794642857142857,10.0,50.4,fold_2019_2021_to_2023
ridge_finance_only,17920,256,0.0018822366532091513,0.02962489579203828,0.49375,-0.010046353748218797,-0.012387866212045583,-0.7374845252571524,-0.9783551452503865,-0.4341020321630475,-0.07618481394005328,0.09598200048151335,-0.7937406342632636,-0.8557872146407108,-0.2756847692193182,-0.3869704835050325,0.4347098214285714,10.0,50.4,fold_2019_2021_to_2023
ridge_full,17920,256,0.0019142487238084185,0.030033771077407158,0.47689732142857144,-0.04549585231788897,-0.04122630331977519,-3.4108875904997973,-3.7823736031124606,-1.678261800412746,-0.07506949786443884,0.08181093045928826,-0.9175974095759225,-0.8369866441400826,-0.3290196716923879,-0.38130538597810204,0.2042410714285714,10.0,50.4,fold_2019_2021_to_2023
elasticnet_full,17920,256,0.0018994501222237687,0.029822824855291547,0.48208705357142856,-0.059377808492507345,-0.046491245761783706,-3.833889026581722,-3.665797828232923,-1.6265364315404458,-0.09720764289283453,0.09408634217322602,-1.0331748545805062,-1.011516316527429,-0.45625310675725483,-0.49375310675725476,0.14648437499999997,10.0,50.4,fold_2019_2021_to_2023
country_sector_dummy,17920,256,0.0019045979917987315,0.029874583783688635,0.48532366071428573,-0.051111750431830055,-0.04725312174273359,-3.4312087321475913,-3.397452829853611,-1.5074701500548646,-0.11599425109476708,0.10186761749168702,-1.1386763914865574,-1.2180956659927795,-0.5881771484178645,-0.5891771484178645,0.00390625,10.0,50.4,fold_2019_2021_to_2023
ridge_country_features_only,17920,256,0.0019045979917987315,0.029874583783688635,0.48532366071428573,-0.051111750431830055,-0.04725312174273359,-3.4312087321475913,-3.397452829853611,-1.5074701500548646,-0.11599425109476708,0.10186761749168702,-1.1386763914865574,-1.2180956659927795,-0.5881771484178645,-0.5891771484178645,0.00390625,10.0,50.4,fold_2019_2021_to_2023
zero_score,17920,256,0.0018803960343075799,0.029602213887851107,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,50.4,fold_2019_2021_to_2023
