model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,tx_cost_bps,periods_per_year,fold
lagged_return_reversal,3900,130,0.0018157816396088937,0.028568411853995345,0.5002564102564102,0.04419901261164842,0.023249715385305868,1.6248469282510059,1.0071911959900814,0.6271270200507691,0.02099418467312493,0.12632311832283508,0.16619431939189136,-0.22934854215315648,0.16998500014893336,0.05415166681560002,0.8910256410256409,10.0,50.4,fold_2019_2023_to_2024h2
ridge_wind_weather_only,3900,130,0.0017377473999978749,0.02773236243154017,0.5274358974358975,0.0316017224233205,0.004989968587499182,1.6000386832451237,0.2735553034103907,0.17032905264645673,0.0067158275054339045,0.09031247285080343,0.07436212622068802,-0.17896396311104829,0.11665590427988902,0.017322570946555704,0.7641025641025642,10.0,50.4,fold_2019_2023_to_2024h2
rolling_mean_5d,3900,130,0.0018001088505153907,0.028308198889197615,0.49641025641025643,-0.012878504787051106,-0.006961402469720136,-0.45982211468243994,-0.33050248107392305,-0.20578718013070899,-0.029828183956403777,0.12412050108576068,-0.2403163352989857,-0.2449121626789778,-0.02343777607802562,-0.07693777607802561,0.4115384615384615,10.0,50.4,fold_2019_2023_to_2024h2
ridge_finance_only,3900,130,0.0017411083216548142,0.02774272823903053,0.5005128205128205,0.014940813907153756,-0.011044789607119066,0.6632590157223986,-0.5692348240134968,-0.35443373642855364,-0.00614737350891275,0.10124287302670615,-0.060719074095133364,-0.2973488241769519,0.048643679441296384,-0.01585632055870352,0.49615384615384606,10.0,50.4,fold_2019_2023_to_2024h2
rolling_momentum_21d,3900,130,0.010940684183674745,0.07090471693107732,0.48615384615384616,0.033984642560167616,-0.020094062843741017,1.3221322557473314,-0.8545160470990726,-0.5320639262300317,-0.035034848631216794,0.1289122295665498,-0.2717728856991832,-0.5461838016829084,-0.06520099845353539,-0.09036766512020206,0.19358974358974357,10.0,50.4,fold_2019_2023_to_2024h2
ridge_price_only,3900,130,0.0017457947277544547,0.027780342366144788,0.47923076923076924,-0.0637795562906265,-0.020367623898780315,-3.5147176148145114,-1.125433457473064,-0.7007504962915374,-0.10582483600798175,0.09867147727358322,-1.0724967227820523,-0.22115593550385898,-0.22512755319519107,-0.27296088652852435,0.367948717948718,10.0,50.4,fold_2019_2023_to_2024h2
hist_gradient_boosting_full,3900,130,0.001748246230011421,0.027845575851949727,0.498974358974359,-0.02243814642589535,-0.02303502744833531,-0.8184168780189246,-1.1161577409955166,-0.6949749767510971,0.007691451573578944,0.1277763138279962,0.06019465848680417,-0.5335115847287453,0.07900572826518376,0.019839061598517116,0.4551282051282051,10.0,50.4,fold_2019_2023_to_2024h2
elasticnet_full,3900,130,0.0017499683470474491,0.027858907154151027,0.48538461538461536,-0.06185280567623818,-0.04580815396782131,-3.577050392061053,-3.1717681096988763,-1.9748995928942823,-0.1379638737993631,0.0842701618294609,-1.637161609806365,-0.4292195750481481,-0.3125258649586746,-0.35585919829200796,0.3333333333333333,10.0,50.4,fold_2019_2023_to_2024h2
ridge_full,3900,130,0.0017612710455394557,0.028016029446568395,0.48333333333333334,-0.05265791066498401,-0.04974920765126404,-3.038971711944456,-3.416268273103775,-2.1271374792941056,-0.13376611541059213,0.09406337529405481,-1.422085003779858,-0.42154843747536463,-0.3010316468924003,-0.34503164689240035,0.3384615384615385,10.0,50.4,fold_2019_2023_to_2024h2
country_sector_dummy,3900,130,0.0017609680672914377,0.027982054050528022,0.4576923076923077,-0.10919681679117214,-0.10653166357435673,-5.8160247086171495,-6.616111541595736,-4.11951805369563,-0.2761297494015789,0.09974215313888699,-2.7684358188766915,-0.7935280107054813,-0.7112394329802632,-0.7122394329802632,0.007692307692307693,10.0,50.4,fold_2019_2023_to_2024h2
ridge_country_features_only,3900,130,0.0017609680672914377,0.027982054050528022,0.4576923076923077,-0.10919681679117214,-0.10653166357435673,-5.8160247086171495,-6.616111541595736,-4.11951805369563,-0.2761297494015789,0.09974215313888699,-2.7684358188766915,-0.7935280107054813,-0.7112394329802632,-0.7122394329802632,0.007692307692307693,10.0,50.4,fold_2019_2023_to_2024h2
zero_score,3900,130,0.001740966645112874,0.027747915214461027,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,50.4,fold_2019_2023_to_2024h2
