model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,tx_cost_bps,periods_per_year,fold
rolling_momentum_21d,8960,128,0.011586508399018754,0.07679670363384619,0.5046875,0.04823310136657061,0.04805573189430721,2.5382715248198187,2.817859790723567,2.2827273285186593,0.18556738226046565,0.09345712536499966,1.9855883811504638,-0.12543797908979842,0.30326934439690006,0.28276934439690005,0.16015624999999997,10.0,84.0,fold_2019_2022_to_2023h2
rolling_mean_5d,8960,128,0.001229695863990567,0.023477549250086473,0.5060267857142857,0.039355496998481114,0.04244402821150408,2.051927874532786,2.5340195726684858,2.052790471894344,0.14680025880706274,0.08886882923965257,1.6518756921078195,-0.14809345587510883,0.26990991818219084,0.22369563246790514,0.3610491071428571,10.0,84.0,fold_2019_2022_to_2023h2
ridge_finance_only,8960,128,0.0011772326471147217,0.022749092816972467,0.5066964285714286,-0.02491034521215635,0.01042464217301298,-1.2832227876375542,0.7154686170829224,0.5795958231453606,-0.09724714791747582,0.08920008726799607,-1.0902135961515693,-0.2266807975613494,-0.06468613015996315,-0.14818613015996315,0.65234375,10.0,84.0,fold_2019_2022_to_2023h2
ridge_wind_weather_only,8960,128,0.0011755646880103668,0.022739436270250747,0.5025669642857142,0.003358704793110706,-0.003310834421553832,0.24193294819009512,-0.23467944251293496,-0.19011207677165567,-0.15028481902210217,0.07284897537644341,-2.062964073901011,-0.24691228211094043,-0.1412911527955843,-0.22900543850986996,0.6852678571428571,10.0,84.0,fold_2019_2022_to_2023h2
ridge_price_only,8960,128,0.0011769855423090923,0.022742206256008167,0.49464285714285716,-0.023262524741585147,-0.0035153124451888784,-1.699931118575808,-0.2698448944150927,-0.21859934868668288,-0.12091066458021604,0.07012902721534982,-1.7241172362041712,-0.2482361796485712,-0.11317339364604352,-0.18424482221747207,0.5552455357142858,10.0,84.0,fold_2019_2022_to_2023h2
ridge_full,8960,128,0.0011833273624347453,0.022841371622437996,0.49319196428571427,-0.034869897801648,-0.02946829275991205,-2.0560811817955167,-1.857825990323076,-1.5050110632558307,-0.14816324472621412,0.08423463061694922,-1.7589350560575916,-0.2885877602537348,-0.18598684910661195,-0.22577256339232626,0.3108258928571428,10.0,84.0,fold_2019_2022_to_2023h2
country_sector_dummy,8960,128,0.0011797951816638571,0.022798163782549136,0.48470982142857144,-0.03215697852267076,-0.03177171527406621,-1.8998834411422343,-1.8325206647385863,-1.4845114065805978,-0.14875348399654734,0.08686595754102323,-1.7124485610637188,-0.39442323183921696,-0.22567197561378644,-0.22667197561378644,0.0078125,10.0,84.0,fold_2019_2022_to_2023h2
ridge_country_features_only,8960,128,0.0011797951816638571,0.022798163782549136,0.48470982142857144,-0.03215697852267076,-0.03177171527406621,-1.8998834411422343,-1.8325206647385863,-1.4845114065805978,-0.14875348399654734,0.08686595754102323,-1.7124485610637188,-0.39442323183921696,-0.22567197561378644,-0.22667197561378644,0.0078125,10.0,84.0,fold_2019_2022_to_2023h2
elasticnet_full,8960,128,0.0011779226323915457,0.022776375953226843,0.48783482142857143,-0.03470683326289971,-0.03628564304481144,-1.7653386026036608,-1.9397742871945702,-1.5713967710933683,-0.19766093285476183,0.09624357983442158,-2.053757073404997,-0.44839548018667513,-0.2538404691120181,-0.3011976119691609,0.3699776785714286,10.0,84.0,fold_2019_2022_to_2023h2
lagged_return_reversal,8960,128,0.001301836416598695,0.02395773325170873,0.4994419642857143,-0.04011198354508978,-0.042840254896571214,-2.0880284262352076,-2.7417656363139824,-2.221084018094518,-0.24294998017923763,0.08893117864598907,-2.731887554828838,-0.37420605929406264,-0.26570949360645735,-0.37020949360645733,0.81640625,10.0,84.0,fold_2019_2022_to_2023h2
zero_score,8960,128,0.0011756576776824686,0.02274259666687394,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,84.0,fold_2019_2022_to_2023h2
