model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,tx_cost_bps,fold
rolling_mean_5d,3840,128,0.0006152552547670562,0.017049095966391644,0.5208333333333334,0.03735915024669775,0.034898556785090816,1.6730732190798216,1.8651556271115717,2.6170399986243735,0.3002908791356343,0.23803751545360605,1.2615275309162834,-0.16596485998533048,0.2408620338466714,0.15252870051333806,0.6901041666666666,10.0,fold_2019_2022_to_2023h2
ridge_wind_weather_only,3840,128,0.0005072592982972271,0.015301499398856293,0.5354166666666667,0.018004075636135916,0.031009772249460596,0.803694648943031,1.4899280460495696,2.0905501047236386,-0.32376641948115814,0.19957746285186437,-1.6222594217538109,-0.3021559299444176,-0.027119451165032712,-0.16445278449836603,1.0729166666666667,10.0,fold_2019_2022_to_2023h2
rolling_momentum_21d,3840,128,0.013567491232018326,0.08252565353242046,0.5291666666666667,0.018459954391956215,0.014569891068019683,0.973384964425112,0.8593675738289667,1.2057971364641829,0.6435851161010658,0.2368274691771192,2.717527313606259,-0.22810900084921992,0.3679003764322874,0.3269003764322874,0.3203125,10.0,fold_2019_2022_to_2023h2
ridge_full,3840,128,0.0005098537718786534,0.015391594262065485,0.5130208333333334,-0.012647889347811293,0.013603432056588174,-0.4810441632199785,0.7436422966621319,1.0434205096587765,0.04228183826757602,0.17263400213429544,0.24492184473997264,-0.25018847076564743,0.13097648927876882,0.02147648927876877,0.85546875,10.0,fold_2019_2022_to_2023h2
hist_gradient_boosting_full,3840,128,0.0005149496481069837,0.015394999169825844,0.48854166666666665,-0.022286526376479,0.01026874160201302,-0.8143366188811224,0.5056827341627879,0.7095343266165894,0.2942105094985096,0.2424520148874068,1.2134793337771974,-0.24517609043097052,0.28960692545956035,0.14944025879289374,1.0950520833333333,10.0,fold_2019_2022_to_2023h2
ridge_finance_only,3840,128,0.0005093470282890773,0.015342031732243718,0.5052083333333334,0.0077721808246928,0.008718989930468473,0.42162197449168215,0.4903126402241026,0.6879682170461803,-0.06747103153051069,0.18476470759118657,-0.36517272378553056,-0.16223215423354737,0.09239566652418502,-0.03427100014248162,0.9895833333333335,10.0,fold_2019_2022_to_2023h2
country_sector_dummy,3840,128,0.0005093897285475705,0.015362592366862191,0.48203125,-0.013014568981324269,-0.005057602905571435,-0.405303643464323,-0.21870004386714031,-0.3068627379837265,0.41348502468161996,0.19694459204362977,2.099499257080485,-0.2496273858210666,0.2248574728541562,0.21002413952082283,0.11588541666666667,10.0,fold_2019_2022_to_2023h2
ridge_country_features_only,3840,128,0.0005093897285475705,0.015362592366862191,0.48203125,-0.013014568981324269,-0.005057602905571435,-0.405303643464323,-0.21870004386714031,-0.3068627379837265,0.41348502468161996,0.19694459204362977,2.099499257080485,-0.2496273858210666,0.2248574728541562,0.21002413952082283,0.11588541666666667,10.0,fold_2019_2022_to_2023h2
elasticnet_full,3840,128,0.0005085785828544457,0.015337095942813557,0.48463541666666665,-0.02364391139215862,-0.007485470945410466,-0.6125962153086701,-0.34782966568904605,-0.48804728923669866,0.06944723310467935,0.1838645794522587,0.3777086011431128,-0.2898838474469539,0.10227478506904347,0.035274785069043475,0.5234375,10.0,fold_2019_2022_to_2023h2
lagged_return_reversal,3840,128,0.0010514586973727606,0.02200697080752543,0.48541666666666666,0.009706861962710835,-0.013448061944808663,0.4597297520043686,-0.7540573334355539,-1.0580340718875754,-0.4939755004947891,0.20358177096184557,-2.42642304446486,-0.3090509937727425,-0.057574857394178613,-0.2509081907275119,1.5104166666666665,10.0,fold_2019_2022_to_2023h2
ridge_price_only,3840,128,0.0005104855532671045,0.015356220191064699,0.47890625,-0.020908128687099924,-0.01624231248111133,-0.909603922695118,-0.7871441392044285,-1.1044588810912743,-0.1022596164048481,0.19013766936664214,-0.5378188169944434,-0.2198164955271898,0.052891940873727984,-0.051941392459605384,0.8190104166666667,10.0,fold_2019_2022_to_2023h2
zero_score,3840,128,0.0005088377723498633,0.015328822758885452,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,fold_2019_2022_to_2023h2
