target_time,n_names,gross_return,net_return,turnover,gross_exposure,net_exposure,max_group_net_exposure,long_count,short_count,portfolio_mode,selection_buffer,model,fold
2023-01-02 23:00:00+00:00,70,-0.005534373639759156,-0.006534373639759156,1.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-03 23:00:00+00:00,70,0.013111063982680624,0.013111063982680624,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-04 23:00:00+00:00,70,0.0059552728576388065,0.0059552728576388065,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-05 23:00:00+00:00,70,-0.011438899718314445,-0.011438899718314445,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-06 23:00:00+00:00,70,-0.0003558546640743887,-0.0003558546640743887,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-09 23:00:00+00:00,70,0.006950393914558841,0.006950393914558841,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-10 23:00:00+00:00,70,0.0024235974606313347,0.0024235974606313347,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-11 23:00:00+00:00,70,0.007630182411395862,0.007630182411395862,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-12 23:00:00+00:00,70,0.00038106332829859687,0.00038106332829859687,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-13 23:00:00+00:00,70,0.0006514079922199788,0.0006514079922199788,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-16 23:00:00+00:00,70,-0.003043602357326712,-0.003043602357326712,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-17 23:00:00+00:00,70,0.004357037461428971,0.004357037461428971,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-18 23:00:00+00:00,70,0.004392580020340235,0.004392580020340235,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-19 23:00:00+00:00,70,-0.010675821491025408,-0.010675821491025408,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-20 23:00:00+00:00,70,-0.004198136868827407,-0.004198136868827407,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-23 23:00:00+00:00,70,0.003195205896477163,0.003195205896477163,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-24 23:00:00+00:00,70,0.0023080881715608712,0.0023080881715608712,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-25 23:00:00+00:00,70,-0.001110266220132262,-0.001110266220132262,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-26 23:00:00+00:00,70,0.0016812400325768382,0.0016812400325768382,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-27 23:00:00+00:00,70,-0.0016518193963032328,-0.0016518193963032328,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-30 23:00:00+00:00,70,-0.0058482136256730695,-0.0058482136256730695,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-01-31 23:00:00+00:00,70,0.004443814458318806,0.004443814458318806,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-02-01 23:00:00+00:00,70,0.0011913692785825948,0.0011913692785825948,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-02-02 23:00:00+00:00,70,0.020039492252446174,0.020039492252446174,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-02-03 23:00:00+00:00,70,-0.006549569415797186,-0.006549569415797186,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-02-06 23:00:00+00:00,70,0.005846759204229851,0.005846759204229851,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-02-07 23:00:00+00:00,70,-0.006390153965629805,-0.006390153965629805,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-02-08 23:00:00+00:00,70,-0.0016568706546104743,-0.0016568706546104743,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-02-09 23:00:00+00:00,70,-0.004738259104136438,-0.004738259104136438,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-02-10 23:00:00+00:00,70,-0.004809503350451778,-0.004809503350451778,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-02-13 23:00:00+00:00,70,-0.0031390471152279754,-0.0031390471152279754,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
2023-02-14 23:00:00+00:00,70,-0.0042251171628929825,-0.0042251171628929825,0.0,1.0,0.0,,14,14,buffered,0.1,country_sector_dummy,fold_2019_2021_to_2023
