price_node_mean_win_mean,price_node_mean_win_std,price_node_mean_last,price_node_std_win_mean,price_node_std_win_std,price_node_std_last,ssr_node_mean_win_mean,ssr_node_mean_win_std,ssr_node_mean_last,ssr_node_std_win_mean,ssr_node_std_win_std,ssr_node_std_last,t2m_node_mean_win_mean,t2m_node_mean_win_std,t2m_node_mean_last,t2m_node_std_win_mean,t2m_node_std_win_std,t2m_node_std_last,u100_node_mean_win_mean,u100_node_mean_win_std,u100_node_mean_last,u100_node_std_win_mean,u100_node_std_win_std,u100_node_std_last,v100_node_mean_win_mean,v100_node_mean_win_std,v100_node_mean_last,v100_node_std_win_mean,v100_node_std_win_std,v100_node_std_last,sin_hour,cos_hour,sin_month,cos_month,window_end,target_time,finance_feature_time,y,basket_return_next,lag_pc1,lag_pc2,lag_pc3,prev_pc1_change,rolling5_pc1_change,split
0.533114847444397,0.5713874769124988,-0.06481985002756119,1.2051020430794561,1.9494480820995141,0.5771615505218506,-0.5267860104019443,0.23469145012195403,-0.6452248096466064,-0.4436824248571481,0.48598178600665426,-0.7374356985092163,-0.7760525613668419,0.19416965269208816,-0.5890752673149109,-0.49468564702242257,0.4015237764525318,-0.5363192558288574,0.644531451609163,0.6201104556206076,2.1278305053710938,-0.2635990693677394,1.1027326345877266,1.4626431465148926,-1.383746560618636,0.6793544918691878,-0.9569500684738159,0.9071423530667311,1.0005637468521895,0.45271629095077515,-0.25881904510252157,0.9659258262890681,0.0,1.0,2019-01-07 23:00:00+00:00,2019-01-08 23:00:00+00:00,2019-01-04 23:00:00+00:00,0.13696291566974575,0.003907481431476972,0.3724923120430522,0.32105692322421897,-0.07134667800710945,0.11511838197852375,0.11511838197852375,train
0.6198203759933156,0.5425069971011574,0.015661057084798813,1.1019219108053395,1.9155593938571696,0.6616491079330444,-0.539990212812665,0.2327934611653628,-0.6452248096466064,-0.48116162891632747,0.4770361802518834,-0.7374356985092163,-0.7868263721466064,0.1821148685789895,-0.8921784162521362,-0.5436085845632035,0.41543841400380244,-0.7643073201179504,0.671669613126488,0.666962377475739,0.6677355170249939,-0.42519651178181883,0.9544618914402914,-1.146583914756775,-1.4282117583123701,0.7251785714335008,-2.906789541244507,1.0016404201853133,0.9427044592054511,1.631465196609497,-0.25881904510252157,0.9659258262890681,0.0,1.0,2019-01-08 23:00:00+00:00,2019-01-09 23:00:00+00:00,2019-01-07 23:00:00+00:00,-0.37669586301747066,0.0011771057556188842,0.05770049749842974,0.4534957680509974,-0.304719363236182,-0.31479181454462246,-0.09983671628304935,train
0.6139045450614676,0.4777497181278684,0.370648592710495,0.9073792367569349,1.6651427018861076,-0.2242562621831894,-0.5437374811486474,0.21503807609824277,-0.6452248096466064,-0.4822739810860228,0.4630370823146407,-0.7374356985092163,-0.7936567965717543,0.18578028224169646,-1.0927613973617554,-0.5381761695496694,0.42761838918819856,0.08820037543773651,0.6726779609785548,0.6721374506337855,-0.46104684472084045,-0.4643809352114442,0.9506297687418611,-1.1178979873657227,-1.4778631667916973,0.7802079446077802,-1.8625394105911255,0.9303280905864778,0.8765418860836042,1.034286379814148,-0.25881904510252157,0.9659258262890681,0.0,1.0,2019-01-09 23:00:00+00:00,2019-01-10 23:00:00+00:00,2019-01-08 23:00:00+00:00,0.5111183140101649,0.0032842357748972435,0.19466341316817548,-0.5167681189275942,0.1431310272564179,0.13696291566974575,-0.020903505632117653,train
0.6217248212501761,0.46907164360049874,0.38482537865638733,0.7970802950245949,1.6072819419467672,-0.10164251178503036,-0.550342955604373,0.1894457969471592,-0.6452248096466064,-0.477570589831365,0.45073893019014477,-0.7374356985092163,-0.79004926802147,0.1810816449674005,-0.9661605954170227,-0.4870569499935733,0.46534871707426895,0.2939721345901489,0.7083201852981889,0.6548125285881835,0.7666645646095276,-0.46142002161858336,0.9815645431899758,0.5680627822875977,-1.4747572272927278,0.7860108402422515,-0.9972916841506958,0.8244735212287023,0.9199522504574091,-0.33482807874679565,-0.25881904510252157,0.9659258262890681,0.0,1.0,2019-01-10 23:00:00+00:00,2019-01-11 23:00:00+00:00,2019-01-09 23:00:00+00:00,-0.12737398731574737,0.0028180274236232,-0.18203244984929517,-1.0420307349696167,-0.7103460099407146,-0.37669586301747066,-0.1098515949784559,train
0.5718601846047455,0.43041305106467026,0.3781619668006897,0.576502250371656,1.4337296401546271,-0.10364072024822235,-0.5416672057915657,0.20021802373606826,-0.6452248096466064,-0.4551136283691795,0.48424473904078613,-0.7374356985092163,-0.7711414701881862,0.17127214939514077,-0.6939099431037903,-0.38909558350652723,0.48678646266659353,-0.5770303010940552,0.8039551151339852,0.6707929082567091,1.3830231428146362,-0.64567861907805,0.8851079375507851,-1.2999347448349,-1.5196306685517942,0.7894353810719389,-1.6056036949157715,0.7773796427905576,0.919596917321387,0.10349283367395401,-0.25881904510252157,0.9659258262890681,0.0,1.0,2019-01-11 23:00:00+00:00,2019-01-14 23:00:00+00:00,2019-01-10 23:00:00+00:00,-1.2606785231975453,-0.009467353847885232,0.3290858641608697,0.49818447036754476,0.1535271575154481,0.5111183140101649,0.014342386819268272,train
0.40197502254574957,0.5047906178311193,0.23929676413536072,0.602453267232271,1.3164847588188981,0.14308787882328033,-0.5647726991391253,0.19999904531450782,-0.6452248096466064,-0.5554853442923299,0.40093456451004594,-0.7374356985092163,-0.7470642072813851,0.20939119676352108,-0.8830031752586365,-0.12062443071876519,0.4412105533525983,0.35512489080429077,1.2845963496226995,0.9346494731730913,1.352363109588623,-0.5579004200131056,0.7044160113551843,-1.1843538284301758,-1.808879408453192,0.7184852685662486,-1.8732820749282837,0.5063950473264586,0.8387380498386232,1.51682448387146,-0.25881904510252157,0.9659258262890681,0.0,1.0,2019-01-14 23:00:00+00:00,2019-01-15 23:00:00+00:00,2019-01-11 23:00:00+00:00,1.9712440115372232,0.010210354169647322,0.20171187684512235,0.05904773709946276,0.5535152459532104,-0.12737398731574737,-0.034156087039585954,train
0.3706664273507028,0.45051487426565334,0.13886255025863647,0.28785251793617916,0.8992505301965673,0.13949905335903168,-0.5648576020529228,0.20003066037984119,-0.6452248096466064,-0.5569434573297345,0.40122565686293543,-0.7374356985092163,-0.7636261827179364,0.2086378978895962,-0.7528328895568848,0.07781289263151675,0.4163577221202621,0.9301975965499878,1.296753523716082,0.9223519004064574,1.6120238304138184,-0.563918809705813,0.6545573103611095,0.7296383380889893,-1.5492661495781725,0.8311183785513029,0.4195224940776825,0.23470716929677155,0.8355274573954234,-0.8365628719329834,-0.25881904510252157,0.9659258262890681,0.0,1.0,2019-01-15 23:00:00+00:00,2019-01-16 23:00:00+00:00,2019-01-14 23:00:00+00:00,-1.4160509569153514,-0.00424812869757115,-1.058966646352423,-0.09655144374977369,0.5598421374929987,-1.2606785231975453,-0.22333342877017054,train
0.35005522919735604,0.41364622447769733,0.1368294358253479,0.11560881530056663,0.6713168385202307,0.3603312075138092,-0.5872884371894456,0.1707293973320813,-0.6452248096466064,-0.6017397304420316,0.3529594739582406,-0.7374356985092163,-0.759026397551809,0.2069855598608685,-0.9912652969360352,0.21375206813571,0.4414485296191269,0.49801820516586304,1.5049596518455517,0.72797397672123,1.4905550479888916,-0.32819456344337333,0.7593484557363486,-0.06412443518638611,-1.1010341787311648,0.980336241702285,-0.2544143795967102,0.1027060259044187,0.8478876786023467,1.1168631315231323,-0.25881904510252157,0.9659258262890681,0.0,1.0,2019-01-16 23:00:00+00:00,2019-01-17 23:00:00+00:00,2019-01-15 23:00:00+00:00,0.9069303750421318,0.004931752455030048,0.9122773651848002,0.03560352447822497,-0.5006832497034875,1.9712440115372232,0.14352279040332494,train
0.3203744771571586,0.38809838606264374,0.3265249729156494,0.2895150101782444,0.8464675787046616,-0.23237551748752594,-0.5796974405557627,0.1920586952741262,-0.6452248096466064,-0.6108546141490695,0.3234876032895905,-0.7374356985092163,-0.7868995907760802,0.24787503932582464,-1.4885997772216797,0.22146127705595323,0.4480628996531846,0.02614343911409378,1.644904599247855,0.5230055712664131,0.02505037747323513,-0.24274966791493907,0.7367961282661877,-0.23952989280223846,-1.075277977334779,0.9866526029040884,-1.1521779298782349,0.24108814702672784,0.9571081025820142,2.4592273235321045,-0.25881904510252157,0.9659258262890681,0.0,1.0,2019-01-17 23:00:00+00:00,2019-01-18 23:00:00+00:00,2019-01-16 23:00:00+00:00,0.46476136972069243,0.009714455934727058,-0.5037735917305513,0.12246511161573717,-0.5481501399909119,-1.4160509569153514,-0.06434822837625123,train
0.35129495429767604,0.4169378008429537,0.5185356736183167,0.24491381637164436,0.882235759323323,-0.2732885479927063,-0.5619621829883683,0.24661543562876737,-0.6452248096466064,-0.6165045221957067,0.3083912870296796,-0.7374356985092163,-0.8649937932689985,0.31583726592445965,-1.4606715440750122,0.2833893062724244,0.4120191217593606,0.5111439824104309,1.5080920857976057,0.7129446563680856,0.07989338040351868,-0.24406807566992939,0.7142250405449666,-0.3780246376991272,-0.8888009662207749,0.9943730598288683,0.3052188456058502,0.1943483833400976,1.0146643728462257,-0.8278013467788696,-0.25881904510252157,0.9659258262890681,0.0,1.0,2019-01-18 23:00:00+00:00,2019-01-21 23:00:00+00:00,2019-01-17 23:00:00+00:00,-1.1747036816232845,-0.0008147055308643319,0.4031567833115806,0.08313424987119375,0.2698726119028367,0.9069303750421318,0.014814183830142168,train
