model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,tx_cost_bps,fold
rolling_momentum_21d,7680,256,0.009960818882809827,0.0710081736611084,0.49609375,0.014313040565375343,0.02483024502987565,0.754602680963844,1.556752459513416,1.5445424477852423,0.012408888482090734,0.12031426771856601,0.103137297989604,-0.15607439248590788,0.10093918829926676,0.012605854965933444,0.3450520833333333,10.0,fold_2019_2021_to_2023
ridge_price_only,7680,256,0.00035996996952082264,0.01167535206923919,0.5072916666666667,0.009573702243585263,0.010879945277010259,0.6906770189485522,0.7791333248761196,0.7730223809194152,-0.2004759240083087,0.10254019591270594,-1.9550959721100687,-0.22743909102096022,0.07767525180108327,-0.2036580815322501,1.0989583333333333,10.0,fold_2019_2021_to_2023
ridge_wind_weather_only,7680,256,0.0003600496400535818,0.01168665087403318,0.5040364583333333,0.007717979741945056,0.003829882351393828,0.5355114781415604,0.2781320714375971,0.27595060974567487,-0.2678890295868734,0.1002580298862378,-2.6719957482791705,-0.3049281594091784,-0.0016412364057126066,-0.27214123640571264,1.056640625,10.0,fold_2019_2021_to_2023
rolling_mean_5d,7680,256,0.00045978741775642886,0.013737831184949102,0.49557291666666664,-0.011848084512996555,-0.005271646939960589,-0.6253027752627799,-0.3327766319793039,-0.3301665788815883,-0.10985685071250853,0.12494259996743995,-0.8792585614605205,-0.25073933191848374,0.06923272308570563,-0.11160061024762771,0.7063802083333333,10.0,fold_2019_2021_to_2023
lagged_return_reversal,7680,256,0.0008324618334126735,0.018542682342953812,0.49322916666666666,-0.007010487160361704,-0.00535700118529819,-0.3698976781042098,-0.32362503388528185,-0.32108675913574014,-0.3849479568000991,0.12699796543090786,-3.0311348334909094,-0.4139697115302316,-5.824182867210717e-05,-0.3910582418286721,1.52734375,10.0,fold_2019_2021_to_2023
ridge_finance_only,7680,256,0.00036078017331412303,0.01169238999676016,0.491015625,-0.012595104870704137,-0.010701520169757426,-0.6428125449027386,-0.6142327235884021,-0.6094151376497959,-0.3039713325534571,0.13659320720577034,-2.2253766404030664,-0.33026683054206796,-0.012462941006686531,-0.3087962743400199,1.1575520833333333,10.0,fold_2019_2021_to_2023
elasticnet_full,7680,256,0.00036035129037221544,0.011683016614485035,0.4881510416666667,-0.028871129618919054,-0.01851633845809736,-1.4821091720520638,-1.1044751121257208,-1.0958124284793138,-0.4184125087027948,0.13839039728328104,-3.0234215445333024,-0.4482996816926519,-0.11305397709490256,-0.4250539770949026,1.21875,10.0,fold_2019_2021_to_2023
hist_gradient_boosting_full,7680,256,0.0003624730088250176,0.011715149940823474,0.4825520833333333,-0.036352805462877086,-0.028144292613863052,-1.8477544283125988,-1.817607450514707,-1.8033514857000204,-0.5844301483151874,0.09743580019573447,-5.998104876658799,-0.6193969237347393,-0.21887348400272993,-0.5937068173360633,1.4641927083333333,10.0,fold_2019_2021_to_2023
ridge_full,7680,256,0.00036372810936552576,0.011812476448982126,0.47291666666666665,-0.043515292484730975,-0.0406474219402239,-2.4251182117327637,-2.6718899633254107,-2.6509336400581973,-0.29904028769747054,0.11420398696357023,-2.618475025682431,-0.33891202117702846,-0.12495362559743034,-0.30378695893076374,0.6985677083333333,10.0,fold_2019_2021_to_2023
country_sector_dummy,7680,256,0.00036124952186644606,0.011720422266407425,0.47903645833333336,-0.0448793607760091,-0.04696806150046157,-2.331615388755495,-2.668009944089149,-2.6470840528152118,-0.13233316081307442,0.12854205740456978,-1.0294930973181224,-0.29708496865028006,-0.13343368717518672,-0.13443368717518672,0.00390625,10.0,fold_2019_2021_to_2023
