model,mean_rankic,mean_ic,rankic_t_mean,sharpe_mean,net_pnl_sum,turnover_mean
rolling_momentum_21d,0.021047193860998865,0.026619681434389735,1.3962581630084638,1.092547209281669,0.8600035014196667,0.09794671474358974
rolling_mean_5d,0.010948973583979222,0.001982653367252524,0.626175619321343,0.43945585208487364,0.2740248756868351,0.2626445169413919
ridge_wind_weather_only,0.009460676368523664,0.014878387802369943,0.6638701766856352,0.1892267398040157,0.1432108822691933,0.45859231913919407
ridge_finance_only,0.005239744416264252,0.002205632080576824,0.3411346818522027,-0.5140819412492806,-0.48858930838906073,0.2758556547619047
lagged_return_reversal,-0.009164247258601202,-0.0027823153913667923,-0.5701730947247584,-0.7425713695487924,-0.6620432879898732,0.5753663003663004
ridge_price_only,-0.011092081705993262,-0.017134743487960232,-0.612092181012476,-1.1724759131742497,-0.605740800658326,0.42163747710622707
ridge_full,-0.03847657088376761,-0.040882279255534996,-3.0869199943046937,-1.673922031511835,-1.1777777094311404,0.0953883356227106
elasticnet_full,-0.03909481023942841,-0.03643312817860533,-2.7213776999703696,-0.9985904689086985,-0.8597357814729676,0.09107858287545785
country_sector_dummy,-0.05582094324608148,-0.0521011599439082,-4.019489322833896,-2.1080291031335694,-1.6082371644778637,0.0064703525641025645
ridge_country_features_only,-0.05582094324608148,-0.0521011599439082,-4.019489322833896,-2.1080291031335694,-1.6082371644778637,0.0064703525641025645
zero_score,,,,,0.0,0.0
