model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,portfolio_mode,selection_buffer,fold
rolling_momentum_21d,17920,256,0.010000352626336162,0.07261031119471294,0.49313616071428573,0.0162778453023393,0.025849303271666485,1.2147371801537032,2.0915762592447056,0.9280449016596544,0.04867232796522016,0.08819392355564694,0.551878474195672,-0.3682839576850073,0.27158166585508653,0.2472245229979437,0.09514508928571426,,10.0,50.4,buffered,0.1,fold_2019_2021_to_2023
ridge_price_only,17920,256,0.0018800608597629247,0.029614688335357173,0.5026785714285714,0.01614776668156647,0.011345511261689475,1.8585382078303527,1.3312801421968168,0.5906969651169428,0.019008708931046576,0.06216176608287711,0.30579422254031907,-0.24216736284269058,0.232409315205316,0.0965521723481731,0.5306919642857142,,10.0,50.4,buffered,0.1,fold_2019_2021_to_2023
lagged_return_reversal,17920,256,0.001962304143381705,0.030270623077846764,0.5046316964285714,0.005466888148152205,0.0012844907758201712,0.4336716351611296,0.10979016956854915,0.04871455519256793,-0.0535712271288646,0.08872507554511458,-0.6037890280704794,-0.549542177573772,-0.12510782033708995,-0.27210782033709,0.57421875,,10.0,50.4,buffered,0.1,fold_2019_2021_to_2023
ridge_wind_weather_only,17920,256,0.0018803249355310969,0.0296129665049794,0.5059709821428572,0.010070961433339468,0.0010395440209166069,1.1804385443955,0.11944738791990604,0.05299952076127601,0.025401898361272386,0.06237052161668798,0.40727410486295834,-0.19010404568320627,0.24309694405725654,0.129025515485828,0.4455915178571428,,10.0,50.4,buffered,0.1,fold_2019_2021_to_2023
rolling_mean_5d,17920,256,0.001950324413353266,0.030312021933669418,0.4923549107142857,-0.02180599776790082,-0.0037198781322239118,-1.686885721784317,-0.3165578565214361,-0.1404586151360863,-0.006070689657709914,0.08604653340556154,-0.0705512403282657,-0.49503972986514555,0.03666475094496546,-0.030835249055034486,0.263671875,,10.0,50.4,buffered,0.1,fold_2019_2021_to_2023
ridge_finance_only,17920,256,0.0018822352768209792,0.02962488237131937,0.49380580357142856,-0.010021573881009459,-0.012351370042090741,-0.7357493382261157,-0.9755489706613107,-0.4328569157064766,-0.06419607901478555,0.09366713312050752,-0.6853639785493812,-0.8038951278977068,-0.2656467505512916,-0.3260753219798631,0.23604910714285712,,10.0,50.4,buffered,0.1,fold_2019_2021_to_2023
ridge_full,17920,256,0.0019142470656702377,0.030033753878769456,0.47689732142857144,-0.04548876213783246,-0.041212771116864805,-3.4104151181666644,-3.781019701368479,-1.6776610661075555,-0.07807929223232314,0.07772809646383301,-1.004518260249092,-0.7921670245026509,-0.37880751610068897,-0.39659323038640326,0.06947544642857141,,10.0,50.4,buffered,0.1,fold_2019_2021_to_2023
elasticnet_full,17920,256,0.001899450420941834,0.02982282451731699,0.48208705357142856,-0.059380933406597905,-0.04648933211550195,-3.8340643255091256,-3.665302661941659,-1.6263167232940692,-0.08889491418770466,0.09272516410600931,-0.9586924438987711,-1.0233203480747952,-0.44102972285818237,-0.45152972285818244,0.041015625,,10.0,50.4,buffered,0.1,fold_2019_2021_to_2023
country_sector_dummy,17920,256,0.001904597949126552,0.029874583599469602,0.48532366071428573,-0.05111174945763285,-0.047245397558092955,-3.431208605127692,-3.3967302204124263,-1.5071495239219095,-0.11599424017253877,0.101867626468013,-1.1386761839293624,-1.2180957223400792,-0.5881770929398795,-0.5891770929398795,0.00390625,,10.0,50.4,buffered,0.1,fold_2019_2021_to_2023
ridge_country_features_only,17920,256,0.001904597949126552,0.029874583599469602,0.48532366071428573,-0.05111174945763285,-0.047245397558092955,-3.431208605127692,-3.3967302204124263,-1.5071495239219095,-0.11599424017253877,0.101867626468013,-1.1386761839293624,-1.2180957223400792,-0.5881770929398795,-0.5891770929398795,0.00390625,,10.0,50.4,buffered,0.1,fold_2019_2021_to_2023
zero_score,17920,256,0.0018803959921775335,0.029602214240426278,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,50.4,buffered,0.1,fold_2019_2021_to_2023
rolling_momentum_21d,8960,128,0.012267243014713948,0.07901850112893112,0.5016741071428571,0.053175561918540636,0.05557435117745802,2.8052470806931753,3.156171681830528,1.9804820122998206,0.1791419676536529,0.08483447467529683,2.111664725211268,-0.16327771546024844,0.46696372737435665,0.4549637273743566,0.09374999999999997,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
rolling_mean_5d,8960,128,0.002073161586933889,0.030766312346944456,0.5089285714285714,0.0367475065455191,0.04910445152236159,1.956040105862064,2.9442192979488433,1.847482946958012,0.1662421420964144,0.08455110273844212,1.9661735531786333,-0.09611866326035035,0.4549165513559731,0.4222022656416874,0.2555803571428571,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
ridge_finance_only,8960,128,0.002018366048361006,0.030199063399512026,0.5175223214285715,-0.00206121808365373,0.03144222979968066,-0.12607659804593135,2.2282905056288755,1.3982411951738127,-0.027930948015813063,0.0810639917172189,-0.3445543135014436,-0.27089384798830085,-0.031792883849684025,-0.07093574099254112,0.3058035714285714,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
ridge_wind_weather_only,8960,128,0.0020166351395892227,0.030210231553942028,0.49955357142857143,0.013050339322148897,0.008595275345668126,0.9080721580099833,0.6020026610799437,0.37775367179454733,-0.05611732863341349,0.07972455625903219,-0.70389013456636,-0.21429356811593858,-0.0879487711324787,-0.14252019970390728,0.4263392857142857,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
ridge_price_only,8960,128,0.0020206308645668064,0.030228906960654126,0.4861607142857143,-0.031485135182267594,-0.027114338565026756,-2.1986112585652324,-1.9128351463278626,-1.200294528211486,-0.10186013615148601,0.0736805021898203,-1.3824571375622223,-0.38604112640227145,-0.21169240927361527,-0.25869240927361525,0.3671875,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
ridge_full,8960,128,0.0020342711909803212,0.030412658629416077,0.4816964285714286,-0.03314784232246512,-0.02726630224149809,-2.1846845881815304,-1.8397695829242091,-1.1544462510494653,-0.12860970569320407,0.07558054788949413,-1.7016244163940646,-0.48334720163878936,-0.3157706811255976,-0.3266278239827405,0.08482142857142855,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
country_sector_dummy,8960,128,0.002029309299896981,0.03034722879833847,0.48203125,-0.041103726943566364,-0.04210211402490703,-2.3725552318935494,-2.3954527517877815,-1.5031346721539172,-0.15936224043585936,0.08669483878367779,-1.8381975521461245,-0.6533991896282066,-0.4037294995196429,-0.4047294995196429,0.0078125,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
ridge_country_features_only,8960,128,0.002029309299896981,0.03034722879833847,0.48203125,-0.041103726943566364,-0.04210211402490703,-2.3725552318935494,-2.3954527517877815,-1.5031346721539172,-0.15936224043585936,0.08669483878367779,-1.8381975521461245,-0.6533991896282066,-0.4037294995196429,-0.4047294995196429,0.0078125,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
lagged_return_reversal,8960,128,0.002140657746806456,0.031155719794585972,0.49330357142857145,-0.04290715672953582,-0.04616389096456264,-2.282943213560183,-2.7764869689839067,-1.742231745856193,-0.18542857609989388,0.09397244390067383,-1.9732228768668245,-0.5332793227986349,-0.40042971707909564,-0.4709297170790956,0.55078125,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
elasticnet_full,8960,128,0.0020239833129239598,0.030302628886668844,0.4792410714285714,-0.03916607912126288,-0.049648804051053694,-2.2130354348779644,-3.0254309137734188,-1.8984428314460107,-0.10218666495844446,0.07923314388188737,-1.2896959523753577,-0.4661305219475118,-0.24745026021192246,-0.259521688783351,0.0943080357142857,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
zero_score,8960,128,0.0020173619923827056,0.030211948107054385,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
ridge_wind_weather_only,9100,130,0.0018409107473039638,0.029065999779279955,0.5142857142857142,0.021513862651621467,0.01874720973898626,1.636153540548817,1.270160481057056,0.7908646944521217,0.06075354269968106,0.07029249839028966,0.8642962491154487,-0.1171339946137649,0.2222055664872725,0.15670556648727257,0.5038461538461538,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
lagged_return_reversal,9100,130,0.0019205552820163306,0.029838913462375907,0.503956043956044,0.029093322407283243,0.017386658412938863,1.5459059154105985,0.9561775152410821,0.5953633810144958,0.03140084746989342,0.08989706721121131,0.3492977962909266,-0.18436538169157168,0.15913710656916952,0.08099424942631239,0.6010989010989011,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
ridge_finance_only,9100,130,0.0018416387865592694,0.0290688088764629,0.49725274725274726,0.01869968820639366,-0.00337162650879716,1.2255026643030402,-0.2293374894109568,-0.1427968561409412,-0.035504181299996065,0.06929977232024437,-0.5123275316970172,-0.1830547691177005,-0.05443538827379943,-0.09157824541665652,0.28571428571428564,,10.0,50.4,buffered,0.1,fold_2019_2023_to_2024h2
