model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,tx_cost_bps,periods_per_year,fold
ridge_wind_weather_only,9100,130,0.0018409107665422302,0.029066000354113896,0.5142857142857142,0.02151385937307779,0.01872571320621331,1.6361538963254054,1.268571898696654,0.7898755645572713,0.005119341431546178,0.06769975870065138,0.07561831134705242,-0.18620584292418496,0.10920465051787703,0.013204650517877045,0.7384615384615385,10.0,50.4,fold_2019_2023_to_2024h2
lagged_return_reversal,9100,130,0.0019205553019240361,0.02983891400621456,0.503956043956044,0.029093316426751885,0.0173925802314755,1.5459057075828238,0.9563902145931912,0.5954958181439962,0.004091086692051091,0.09496985989519187,0.04307773746919274,-0.21203889168012768,0.12548097757870325,0.010552406150131782,0.8840659340659339,10.0,50.4,fold_2019_2023_to_2024h2
ridge_finance_only,9100,130,0.0018416370939394184,0.029068787395967476,0.4969230769230769,0.018729298610573628,-0.0034701447960197953,1.2274066690731449,-0.23603782564449316,-0.14696881665072828,-0.019128484464103042,0.07293322575687133,-0.2622739398346284,-0.16251961769366888,0.012803512294972279,-0.04933934484788483,0.478021978021978,10.0,50.4,fold_2019_2023_to_2024h2
rolling_mean_5d,9100,130,0.0019044197123810214,0.02963227360710017,0.49252747252747253,-0.008993547888320571,-0.012545189498155739,-0.5096072654820691,-0.7496260225751422,-0.4667542126675709,-0.03634196782468748,0.08022600831661816,-0.4529948402924534,-0.2758276841772234,-0.04381063129383671,-0.09373920272240818,0.384065934065934,10.0,50.4,fold_2019_2023_to_2024h2
ridge_price_only,9100,130,0.0018457537756249678,0.02908915210910528,0.5079120879120879,-0.03606688469272698,-0.01751477964093461,-2.8939824193866106,-1.255005000432511,-0.7814281431405657,-0.1376974840343491,0.06531071001988015,-2.1083446190132507,-0.3722348625025468,-0.279100653263202,-0.35517208183463056,0.5851648351648352,10.0,50.4,fold_2019_2023_to_2024h2
rolling_momentum_21d,9100,130,0.0109423846926468,0.07140503841550672,0.48406593406593407,0.010405627951543258,-0.01827722774187067,0.5772553846850667,-1.0588135696540921,-0.6592696613811816,-0.02450078920706529,0.09339968382191995,-0.2623219716008847,-0.33483058089463535,-0.039339337240446165,-0.06319648009758905,0.1835164835164835,10.0,50.4,fold_2019_2023_to_2024h2
elasticnet_full,9100,130,0.0018446543191271163,0.02911248499673317,0.47417582417582416,-0.01075113330284633,-0.02120820443276284,-0.6570843179108486,-1.477584134420241,-0.9200169131565623,-0.047125437336785335,0.07838443838197555,-0.6012090959577737,-0.3563204758862998,-0.08469656455916863,-0.12155370741631139,0.2835164835164835,10.0,50.4,fold_2019_2023_to_2024h2
ridge_full,9100,130,0.0018557199411179497,0.029225863533616853,0.4806593406593407,-0.04400437849096171,-0.0468924974650638,-2.9315741711790713,-3.6335650743462717,-2.2624372078583668,-0.17835660488020902,0.07408288972531,-2.407527642908272,-0.5216432287927464,-0.4183325125878407,-0.4600467983021264,0.32087912087912085,10.0,50.4,fold_2019_2023_to_2024h2
country_sector_dummy,9100,130,0.0018545056349271779,0.029205175469681627,0.46186813186813186,-0.06408801081339859,-0.07812635600983783,-4.3449567042907224,-6.265353323788029,-3.9011186507145177,-0.23817123907859938,0.07115508500963838,-3.3472131899826656,-0.6704776733328912,-0.6133305769884508,-0.6143305769884508,0.007692307692307693,10.0,50.4,fold_2019_2023_to_2024h2
ridge_country_features_only,9100,130,0.0018545056349271779,0.029205175469681627,0.46186813186813186,-0.06408801081339859,-0.07812635600983783,-4.3449567042907224,-6.265353323788029,-3.9011186507145177,-0.23817123907859938,0.07115508500963838,-3.3472131899826656,-0.6704776733328912,-0.6133305769884508,-0.6143305769884508,0.007692307692307693,10.0,50.4,fold_2019_2023_to_2024h2
zero_score,9100,130,0.001842515856370002,0.02907146960144187,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,50.4,fold_2019_2023_to_2024h2
