model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,tx_cost_bps,periods_per_year
rolling_momentum_21d,11580,386,0.00914449309566474,0.06643440157976775,0.49369602763385145,0.013133242364960681,0.011779214607329003,0.829056581903901,0.8506147530967958,0.6872892149085928,-0.05283295629440219,0.1222007479145564,-0.4323456050477151,-0.19312867287881524,-0.01142667114936205,-0.08092667114936208,0.18005181347150256,10.0,252.0
lagged_return_reversal,11580,386,0.0004396599041152491,0.013608908097306662,0.4983592400690846,0.014421980198883383,0.0080469334323721,0.9320333966959925,0.6240147900023688,0.5041984441848427,-0.1968561262127312,0.1253871320809681,-1.5699866720423301,-0.3716523935755147,0.03679974318208635,-0.301533590151247,0.876511226252159,10.0,252.0
elasticnet_full,11580,386,0.0003536895960926315,0.011837007783680877,0.5018134715025907,0.006413541251783551,0.007452540784595693,0.4209905661794931,0.5788498033496061,0.4677055334929892,-0.18924246944809708,0.1266728970732032,-1.49394601229287,-0.3722645925769163,-0.03553806828160903,-0.28987140161494235,0.658894645941278,10.0,252.0
rolling_mean_5d,11580,386,0.0004132606863374404,0.01307107571864767,0.5008635578583766,-0.005121255606813167,0.006058096157842861,-0.3311189962296768,0.47788389551833776,0.3861259708610803,-0.03444326136551369,0.12642038746938544,-0.2724502119870076,-0.16069859664602903,0.10240833774964961,-0.052758328917017004,0.40198618307426603,10.0,252.0
hist_gradient_boosting_full,11580,386,0.0003536710050554606,0.011837222759106317,0.492573402417962,0.005854033323004548,-0.0015050774731192723,0.3793791563913956,-0.1292245125259291,-0.10468381969483806,-0.04900286167348558,0.11369017949734826,-0.4310210599555658,-0.1706852614825574,0.07544006108743878,-0.07505993891256124,0.3898963730569948,10.0,252.0
ridge_price_only,11580,386,0.00035383348599473394,0.011841198357187686,0.4957685664939551,-0.014752856261925372,-0.006811617809563422,-1.236134334655231,-0.6229375385256642,-0.5033280344970399,-0.19597812945941415,0.10225184706294942,-1.916621900617247,-0.31662363232322444,-0.10602205544180102,-0.3001887221084677,0.5030224525043178,10.0,252.0
ridge_wind_weather_only,11580,386,0.00035363099444808016,0.011841574252642454,0.4986183074265976,0.0012993143801100081,-0.00829607316973419,0.11822866065107827,-0.786366226602094,-0.6353769724124266,-0.1580939752580679,0.09661110933636244,-1.6363954036346477,-0.24628858862840383,0.017173514088832526,-0.2421598192445008,0.6718480138169257,10.0,252.0
ridge_finance_only,11580,386,0.00035389571911955726,0.011845004227176301,0.4966321243523316,-0.0019027003303583353,-0.01002867184146853,-0.12387333427395714,-0.7675176122962024,-0.620147458368321,-0.21975966092754817,0.12295045937861218,-1.7873838132708633,-0.4656278620263721,-0.12494932189695873,-0.3366159885636254,0.5483592400690847,10.0,252.0
ridge_full,11580,386,0.00035538246274327827,0.0119049742218383,0.48272884283246975,-0.023998768904227617,-0.028197414312002372,-1.7844901016964563,-2.5606488488575425,-2.0689816754067323,-0.1819980963785465,0.10499424953520416,-1.7334101361191527,-0.38191190109477724,-0.11910819524650385,-0.27877486191317047,0.4136442141623489,10.0,252.0
country_sector_dummy,11580,386,0.0003545292353128704,0.01186812759362879,0.48143350604490504,-0.04214859732961641,-0.04883373629329037,-3.103203749427919,-3.9648482337360087,-3.203562388114436,-0.16675087240492234,0.11354949287234278,-1.468530313846411,-0.3391012100531513,-0.24575332042976195,-0.25541998709642866,0.025043177892918825,10.0,252.0
ridge_country_features_only,11580,386,0.0003545292353128704,0.01186812759362879,0.48143350604490504,-0.04214859732961641,-0.04883373629329037,-3.103203749427919,-3.9648482337360087,-3.203562388114436,-0.16675087240492234,0.11354949287234278,-1.468530313846411,-0.3391012100531513,-0.24575332042976195,-0.25541998709642866,0.025043177892918825,10.0,252.0
zero_score,11580,386,0.0003536387700454316,0.011836406203501699,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,252.0
