model,n_days,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,directional_accuracy,gross_pnl,net_pnl,annualized_return,annualized_volatility,sharpe,max_drawdown,mean_turnover,max_abs_net_exposure,max_group_net_exposure
lagged_return_reversal,386,0.01799310683951577,0.018549405187826412,1.6657036218828218,1.9337327799273498,0.5090303478904515,0.18841893630336445,-0.013009635125206906,-0.0028311123070398447,0.08802894143068632,-0.03216115360502264,-0.38537160157838357,0.5218356772760917,0.0,
ridge_wind_weather_only,386,0.015538217068699078,0.013069642233815274,2.162768963329064,1.6662404116524998,0.5066247224278313,0.2146810947738194,0.09703823763096228,0.02111712943264464,0.06524927964268584,0.3236377404974428,-0.25527784374229495,0.3047742413027387,0.0,
