model,target_time,n_names,ic,rankic,directional_accuracy,gross_return,net_return,turnover,gross_exposure,net_exposure,max_group_net_exposure
lagged_return_reversal,2023-01-02 23:00:00+00:00,70,0.13067349633436706,0.11318344851719009,0.5,0.003939089752528382,0.0029390897525283823,1.0,1.0,0.0,
lagged_return_reversal,2023-01-03 23:00:00+00:00,70,-0.047752325761289745,-0.05911993701338465,0.5571428571428572,0.0007802190670654392,0.0006373619242082964,0.14285714285714285,1.0,0.0,
lagged_return_reversal,2023-01-04 23:00:00+00:00,70,-0.01840168582987993,-0.07826086956521738,0.5,-0.010507214014866378,-0.010935785443437807,0.42857142857142855,1.0,0.0,
lagged_return_reversal,2023-01-05 23:00:00+00:00,70,-0.10281021052724033,-0.07952060187210218,0.4714285714285714,-0.014038619254945685,-0.014538619254945685,0.5,1.0,0.0,
lagged_return_reversal,2023-01-06 23:00:00+00:00,70,-0.2890091606748958,-0.3874551657772723,0.35714285714285715,-0.015653479636710856,-0.01636776535099657,0.7142857142857142,1.0,0.0,
lagged_return_reversal,2023-01-09 23:00:00+00:00,70,-0.03957499438485825,-0.00026244423060099725,0.4857142857142857,0.001501226482314367,0.0012155121966000815,0.2857142857142857,1.0,0.0,
lagged_return_reversal,2023-01-10 23:00:00+00:00,70,0.021883673776174967,0.07087743854430933,0.5714285714285714,0.007463175717449589,0.007106032860306732,0.3571428571428571,1.0,0.0,
lagged_return_reversal,2023-01-11 23:00:00+00:00,70,-0.07284601083101777,-0.04088881112763538,0.6,-0.0020116265982547893,-0.0027259123125405035,0.7142857142857142,1.0,0.0,
lagged_return_reversal,2023-01-12 23:00:00+00:00,70,-0.03836609035083876,0.04816726445630303,0.5428571428571428,0.002467557399192479,0.0018961288277639077,0.5714285714285714,1.0,0.0,
lagged_return_reversal,2023-01-13 23:00:00+00:00,70,-0.09878018284974491,-0.07721109264281341,0.5428571428571428,-0.0010634737190990356,-0.0014920451476704642,0.42857142857142855,1.0,0.0,
lagged_return_reversal,2023-01-16 23:00:00+00:00,70,-0.016456424474006616,-0.09558302496232222,0.45714285714285713,0.002697521303906436,0.002126092732477865,0.5714285714285714,1.0,0.0,
lagged_return_reversal,2023-01-17 23:00:00+00:00,70,-0.12850624946586858,-0.15189053952225123,0.5428571428571428,-0.005263483533343189,-0.005834912104771761,0.5714285714285714,1.0,0.0,
lagged_return_reversal,2023-01-18 23:00:00+00:00,70,0.1550049796937258,-0.01800367421922841,0.4714285714285714,0.008466079488603022,0.008108936631460166,0.3571428571428571,1.0,0.0,
lagged_return_reversal,2023-01-19 23:00:00+00:00,70,-0.032562853896295076,0.01761875601434695,0.45714285714285713,-0.00022235155541481787,-0.0007937801268433892,0.5714285714285714,1.0,0.0,
lagged_return_reversal,2023-01-20 23:00:00+00:00,70,0.22888578375792748,0.2231300848569679,0.5857142857142857,0.011032247456729377,0.010532247456729376,0.5,1.0,0.0,
lagged_return_reversal,2023-01-23 23:00:00+00:00,70,0.3225970647199852,0.27030006123698713,0.6,0.012427189704231732,0.011998618275660303,0.42857142857142855,1.0,0.0,
