model,mean_rankic,mean_ic,rankic_t_mean,sharpe_mean,net_pnl_sum,turnover_mean
ridge_wind_weather_only,0.02199510216602431,0.021305794494344405,1.1144036294792778,-1.295735386155566,-0.5323250063786078,1.0728632478632478
rolling_mean_5d,0.018746782151597637,0.017122825572891204,1.31953524653945,0.2516016842399031,0.2898185572055174,0.7109775641025641
rolling_momentum_21d,0.005802284024026515,0.0017496384607422477,0.5299163901808948,1.0050224175698255,0.8010861333221816,0.3407885950854701
ridge_finance_only,0.00499190074429722,-0.0020418807985707935,0.45004887648459296,-0.6765716446168423,-0.2949930883498968,0.9196981837606838
elasticnet_full,-0.0032177293599703594,-0.04674884176650854,-0.21893448211779742,0.7139053025900091,0.04669733539905985,0.5467881944444444
hist_gradient_boosting_full,-0.010428305447815164,-0.03389760264454155,-0.5172370701563339,-1.0143421790722023,-0.338921393573567,0.7767895299145299
ridge_full,-0.015413675213971393,-0.037823046523128824,-0.7474001392671964,-0.023392497225608915,0.024480573320225185,0.7091646634615385
lagged_return_reversal,-0.01632033114988775,-0.010723433266577764,-1.1667950559480016,-1.3709518507548382,-0.8616859329859173,1.5179453792735043
ridge_price_only,-0.029427620008999705,-0.035593014530210076,-1.4278039525151474,0.20556141345956971,-0.2463023262623525,0.8518429487179486
country_sector_dummy,-0.03358789596718553,-0.057557561904570724,-1.7825827402231937,1.4296411279800416,0.7341617654536079,0.11891359508547007
ridge_country_features_only,-0.03358789596718553,-0.057557561904570724,-1.7825827402231937,1.4296411279800416,0.7341617654536079,0.11891359508547007
zero_score,,,,,0.0,0.0
