model,mean_rankic,mean_ic,rankic_t_mean,sharpe_mean,net_pnl_sum,turnover_mean,horizon_days
hist_gradient_boosting_full,0.014431818619066636,0.020419603132958902,0.8473737558016481,-2.5790572479376435,-0.5626652876860497,1.323848157051282,1
ridge_wind_weather_only,0.008575752600467989,0.00905983380465039,0.47614859375239155,-2.2488790918064767,-0.54060226791535,1.222726362179487,1
ridge_price_only,0.008291044808913949,0.0034304201408220745,0.4126974731009305,-2.495921888803787,-0.5668534545774361,1.0123297275641026,1
rolling_mean_5d,0.006718992612097452,0.020484439030285573,0.5504277198237945,-1.6089093504400893,-0.35531076671258544,0.7154947916666666,1
rolling_momentum_21d,0.000202971555791168,0.0015723223316488246,0.13967899002546721,-0.36568550388719107,-0.062358936512501295,0.3431557158119658,1
lagged_return_reversal,-0.0011031080477322697,-0.00825075974448266,-0.1968373019530931,-3.368168968805012,-0.8210841606475386,1.5172876602564103,1
ridge_finance_only,-0.004240943743943623,-0.012451347182306427,-0.2932986126660813,-3.686550082242178,-0.7711115121324633,1.168092280982906,1
elasticnet_full,-0.007110047184887559,-0.00889131022831531,-0.45319520897454624,-5.517047942724309,-0.6877890559908783,1.055261752136752,1
ridge_full,-0.007614814874264669,-0.01508971908168444,-0.45643940234233793,-2.7051978314827374,-0.5067762971549772,1.013979033119658,1
country_sector_dummy,-0.021635688942175223,-0.02597318373556345,-1.1569783462211276,0.6273890050252744,0.1398655350034773,0.07917000534188035,1
ridge_country_features_only,-0.021635688942175223,-0.02597318373556345,-1.1569783462211276,0.6273890050252744,0.1398655350034773,0.07917000534188035,1
zero_score,,,,,0.0,0.0,1
ridge_wind_weather_only,0.02205869156625627,0.022349843609750942,1.156618117100412,-2.310286234082913,-0.7661046595200247,1.1388788728632477,3
hist_gradient_boosting_full,0.020705279834862433,0.0012660418285239232,0.8867685486812537,-0.5437965947348626,-0.10792067322495191,1.0315037393162392,3
rolling_mean_5d,0.018869795750174972,0.02422965787243409,1.2857602358074127,-1.0035943690470062,-0.2390611176785426,0.7122796474358974,3
rolling_momentum_21d,0.011370427708413058,0.004542301083684496,0.8974717297933688,0.31132726143853456,0.3076479388378746,0.34401709401709396,3
ridge_finance_only,0.009204086925235095,0.004995234138002445,0.6951368600767535,-1.5770793968018444,-0.5423057099700139,1.0040865384615385,3
elasticnet_full,-0.0017457233556247992,-0.018243798292013825,-0.13862801816524206,-0.395733203686125,-0.12899397464345658,0.5817441239316239,3
ridge_full,-0.010920777349497363,-0.01822390832674377,-0.6574638688015638,-1.2099640608487552,-0.26044626960890643,0.8246928418803418,3
lagged_return_reversal,-0.014532825368122221,0.0006712293778682153,-1.0688752033900197,-1.3303090090632175,-0.5830760067984895,1.5144798344017094,3
ridge_price_only,-0.016226632370969392,-0.016423129252992243,-0.7927517922771073,-0.7870306104409076,-0.38801921045571725,0.8890992254273504,3
country_sector_dummy,-0.03087238640674254,-0.03842101340470926,-1.7309018937773555,1.2727021178335736,0.4642898095431739,0.07917000534188035,3
ridge_country_features_only,-0.03087238640674254,-0.03842101340470926,-1.7309018937773555,1.2727021178335736,0.4642898095431739,0.07917000534188035,3
zero_score,,,,,0.0,0.0,3
ridge_wind_weather_only,0.02199510216602431,0.021305794494344405,1.1144036294792778,-1.295735386155566,-0.5323250063786078,1.0728632478632478,5
rolling_mean_5d,0.018746782151597637,0.017122825572891204,1.31953524653945,0.2516016842399031,0.2898185572055174,0.7109775641025641,5
rolling_momentum_21d,0.005802284024026515,0.0017496384607422477,0.5299163901808948,1.0050224175698255,0.8010861333221816,0.3407885950854701,5
ridge_finance_only,0.00499190074429722,-0.0020418807985707935,0.45004887648459296,-0.6765716446168423,-0.2949930883498968,0.9196981837606838,5
elasticnet_full,-0.0032177293599703594,-0.04674884176650854,-0.21893448211779742,0.7139053025900091,0.04669733539905985,0.5467881944444444,5
hist_gradient_boosting_full,-0.010428305447815164,-0.03389760264454155,-0.5172370701563339,-1.0143421790722023,-0.338921393573567,0.7767895299145299,5
ridge_full,-0.015413675213971393,-0.037823046523128824,-0.7474001392671964,-0.023392497225608915,0.024480573320225185,0.7091646634615385,5
lagged_return_reversal,-0.01632033114988775,-0.010723433266577764,-1.1667950559480016,-1.3709518507548382,-0.8616859329859173,1.5179453792735043,5
ridge_price_only,-0.029427620008999705,-0.035593014530210076,-1.4278039525151474,0.20556141345956971,-0.2463023262623525,0.8518429487179486,5
country_sector_dummy,-0.03358789596718553,-0.057557561904570724,-1.7825827402231937,1.4296411279800416,0.7341617654536079,0.11891359508547007,5
ridge_country_features_only,-0.03358789596718553,-0.057557561904570724,-1.7825827402231937,1.4296411279800416,0.7341617654536079,0.11891359508547007,5
zero_score,,,,,0.0,0.0,5
