model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,portfolio_mode,selection_buffer,horizon_days,portfolio_group
ridge_wind_weather_only,27020,386,0.0011196126427229505,0.02256437434235577,0.5066247224278312,0.01553824821464053,0.013071824080778529,2.1627733215179146,1.666514489496552,0.7774188821469157,0.02265338185195073,0.06309380634434912,0.35904287860387796,-0.2502584354481689,0.10409768327205932,0.10409768327205932,0.2884900074019245,,0.0,84.0,buffered,0.2,3,none
rolling_momentum_21d,27020,386,0.009733427937021016,0.069603627464127,0.49370836417468544,0.008035651344229266,0.002431819413383398,0.7255619390978021,0.23277165207510742,0.10858656116838712,0.022606823713634955,0.09317760270068544,0.24262079146052823,-0.23860069082548735,0.1038837375412273,0.1038837375412273,0.17505551443375272,,0.0,84.0,daily,0.0,3,none
ridge_wind_weather_only,27020,386,0.0011196126427229505,0.02256437434235577,0.5066247224278312,0.01553824821464053,0.013071824080778529,2.1627733215179146,1.666514489496552,0.7774188821469157,0.05212767680243367,0.06693024810925138,0.7788358518758929,-0.1686658513366782,0.30321765768737374,0.23953908625880235,0.329940784603997,,5.0,84.0,buffered,0.1,3,none
ridge_wind_weather_only,27020,386,0.0011196126427229505,0.02256437434235577,0.5066247224278312,0.01553824821464053,0.013071824080778529,2.1627733215179146,1.666514489496552,0.7774188821469157,0.04825510507062622,0.06625479173549316,0.7283262660197242,-0.19552080591654927,0.29895798282454433,0.2217436971102586,0.4000740192450037,,5.0,84.0,buffered,0.05,3,none
rolling_momentum_21d,27020,386,0.009733427937021016,0.069603627464127,0.49370836417468544,0.008035651344229266,0.002431819413383398,0.7255619390978021,0.23277165207510742,0.10858656116838712,0.04142334924047178,0.09629223227823866,0.43018370496155944,-0.22123804877531905,0.2063858667478822,0.1903501524621679,0.08308660251665433,,5.0,84.0,buffered,0.2,3,none
rolling_momentum_21d,27020,386,0.009733427937021016,0.069603627464127,0.49370836417468544,0.008035651344229266,0.002431819413383398,0.7255619390978021,0.23277165207510742,0.10858656116838712,0.03576886918279675,0.09617275884665744,0.37192308520366346,-0.21838719696776326,0.18158075600666132,0.16436647029237555,0.08919319022945965,,5.0,84.0,buffered,0.15,3,none
ridge_wind_weather_only,27020,386,0.0011196126427229505,0.02256437434235577,0.5066247224278312,0.01553824821464053,0.013071824080778529,2.1627733215179146,1.666514489496552,0.7774188821469157,0.03391765006600596,0.06517389162623867,0.5204177504163475,-0.2407778112626348,0.21468110625569403,0.15585967768426548,0.3047742413027387,,5.0,84.0,buffered,0.15,3,none
ridge_wind_weather_only,27020,386,0.0011196126427229505,0.02256437434235577,0.5066247224278312,0.01553824821464053,0.013071824080778529,2.1627733215179146,1.666514489496552,0.7774188821469157,0.03289897643804794,0.06843980465924109,0.48069944971132744,-0.20147085525711128,0.25246434410817264,0.1511786298224584,0.5247964470762397,,5.0,84.0,daily,0.0,3,none
rolling_momentum_21d,27020,386,0.009733427937021016,0.069603627464127,0.49370836417468544,0.008035651344229266,0.002431819413383398,0.7255619390978021,0.23277165207510742,0.10858656116838712,0.025630416519870712,0.09174974263059714,0.27935137238546714,-0.25230646250248134,0.14070643781750114,0.1177778663889297,0.11880088823094002,,5.0,84.0,buffered,0.05,3,none
rolling_momentum_21d,27020,386,0.009733427937021016,0.069603627464127,0.49370836417468544,0.008035651344229266,0.002431819413383398,0.7255619390978021,0.23277165207510742,0.10858656116838712,0.024724900495770863,0.09567244453191161,0.2584328289795486,-0.25149070837554943,0.13272394751628047,0.11361680465913754,0.09900074019245002,,5.0,84.0,buffered,0.1,3,none
lagged_return_reversal,27020,386,0.0012208498661058199,0.023475139405094374,0.5090303478904515,0.017993124024294784,0.01854206218862825,1.665705286051222,1.9329263986033698,0.9016984187928984,0.01908599868640501,0.08798024189522224,0.2169350558178162,-0.3491215338848179,0.18841899396371825,0.08770470824943255,0.5218356772760917,,5.0,84.0,buffered,0.15,3,none
