model,mean_rankic,mean_ic,rankic_t_mean,sharpe_mean,net_pnl_sum,turnover_mean
rolling_momentum_21d,0.017829546020626474,0.015176444327699656,0.9656616437272229,-0.36568550388719107,-0.062358936512501295,0.3431557158119658
ridge_price_only,-0.003423714737797706,-0.009784891557493078,-0.2327847343963396,-2.858434155691587,-0.5799855546029707,0.955488782051282
elasticnet_full,-0.00409017590732244,-0.004568755020448405,-0.24928638975520068,-2.796310781254656,-0.7673560609315995,1.2404580662393163
lagged_return_reversal,-0.006676260018132735,-0.006393590244281544,-0.3002021438895331,-3.368168968805012,-0.8210841606475386,1.5172876602564103
rolling_mean_5d,-0.007602426253690824,-0.020618594923763476,-0.39307406379842064,-1.6089093504400893,-0.35531076671258544,0.7154947916666666
ridge_wind_weather_only,-0.008766696134686837,-0.002047244150939979,-0.5140773267919906,-3.165955001516998,-0.6267037008706899,1.2116085737179485
ridge_finance_only,-0.018422628001809976,0.002858931089651129,-1.0269024389502641,-2.585924049405334,-0.687356533647502,1.0798878205128204
hist_gradient_boosting_full,-0.018554808719124263,-0.0024158899464430746,-0.918353756104858,-5.205536866126205,-1.0449288339130045,1.5509415064102565
ridge_full,-0.030103808309883507,-0.019496054830341357,-1.7588445653862201,-3.0856569301994656,-0.702399301702694,0.9227163461538462
country_sector_dummy,-0.042208237829580934,-0.03735789249067873,-2.2472917759491473,-1.2178313927584663,-0.26744817407872534,0.04336271367521368
ridge_country_features_only,-0.042208237829580934,-0.03735789249067873,-2.2472917759491473,-1.2178313927584663,-0.26744817407872534,0.04336271367521368
zero_score,,,,,0.0,0.0
