model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,portfolio_mode,selection_buffer,fold
rolling_momentum_21d,8960,128,0.012267243014713948,0.07901850112893112,0.5016741071428571,0.053175561918540636,0.05557435117745802,2.8052470806931753,3.156171681830528,1.9804820122998206,0.1791419676536529,0.08483447467529683,2.111664725211268,-0.16327771546024844,0.46696372737435665,0.4549637273743566,0.09374999999999997,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
rolling_mean_5d,8960,128,0.002073161586933889,0.030766312346944456,0.5089285714285714,0.0367475065455191,0.04910445152236159,1.956040105862064,2.9442192979488433,1.847482946958012,0.1662421420964144,0.08455110273844212,1.9661735531786333,-0.09611866326035035,0.4549165513559731,0.4222022656416874,0.2555803571428571,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
ridge_finance_only,8960,128,0.002018366048361006,0.030199063399512026,0.5175223214285715,-0.00206121808365373,0.03144222979968066,-0.12607659804593135,2.2282905056288755,1.3982411951738127,-0.027930948015813063,0.0810639917172189,-0.3445543135014436,-0.27089384798830085,-0.031792883849684025,-0.07093574099254112,0.3058035714285714,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
ridge_wind_weather_only,8960,128,0.0020166351395892227,0.030210231553942028,0.49955357142857143,0.013050339322148897,0.008595275345668126,0.9080721580099833,0.6020026610799437,0.37775367179454733,-0.05611732863341349,0.07972455625903219,-0.70389013456636,-0.21429356811593858,-0.0879487711324787,-0.14252019970390728,0.4263392857142857,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
ridge_price_only,8960,128,0.0020206308645668064,0.030228906960654126,0.4861607142857143,-0.031485135182267594,-0.027114338565026756,-2.1986112585652324,-1.9128351463278626,-1.200294528211486,-0.10186013615148601,0.0736805021898203,-1.3824571375622223,-0.38604112640227145,-0.21169240927361527,-0.25869240927361525,0.3671875,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
ridge_full,8960,128,0.0020342711909803212,0.030412658629416077,0.4816964285714286,-0.03314784232246512,-0.02726630224149809,-2.1846845881815304,-1.8397695829242091,-1.1544462510494653,-0.12860970569320407,0.07558054788949413,-1.7016244163940646,-0.48334720163878936,-0.3157706811255976,-0.3266278239827405,0.08482142857142855,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
country_sector_dummy,8960,128,0.002029309299896981,0.03034722879833847,0.48203125,-0.041103726943566364,-0.04210211402490703,-2.3725552318935494,-2.3954527517877815,-1.5031346721539172,-0.15936224043585936,0.08669483878367779,-1.8381975521461245,-0.6533991896282066,-0.4037294995196429,-0.4047294995196429,0.0078125,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
ridge_country_features_only,8960,128,0.002029309299896981,0.03034722879833847,0.48203125,-0.041103726943566364,-0.04210211402490703,-2.3725552318935494,-2.3954527517877815,-1.5031346721539172,-0.15936224043585936,0.08669483878367779,-1.8381975521461245,-0.6533991896282066,-0.4037294995196429,-0.4047294995196429,0.0078125,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
lagged_return_reversal,8960,128,0.002140657746806456,0.031155719794585972,0.49330357142857145,-0.04290715672953582,-0.04616389096456264,-2.282943213560183,-2.7764869689839067,-1.742231745856193,-0.18542857609989388,0.09397244390067383,-1.9732228768668245,-0.5332793227986349,-0.40042971707909564,-0.4709297170790956,0.55078125,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
elasticnet_full,8960,128,0.0020239833129239598,0.030302628886668844,0.4792410714285714,-0.03916607912126288,-0.049648804051053694,-2.2130354348779644,-3.0254309137734188,-1.8984428314460107,-0.10218666495844446,0.07923314388188737,-1.2896959523753577,-0.4661305219475118,-0.24745026021192246,-0.259521688783351,0.0943080357142857,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
zero_score,8960,128,0.0020173619923827056,0.030211948107054385,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,50.4,buffered,0.1,fold_2019_2022_to_2023h2
