model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,portfolio_mode,selection_buffer,fold
rolling_momentum_21d,8960,128,0.011586508454373054,0.0767967026290297,0.5046875,0.048233105050273034,0.04805573189430721,2.53827174811913,2.817859790723567,2.2827273285186593,0.16502798571275196,0.08913282246205147,1.8514838995815828,-0.10957312863343287,0.26339978775276485,0.25147121632419345,0.09319196428571427,,10.0,84.0,buffered,0.1,fold_2019_2022_to_2023h2
rolling_mean_5d,8960,128,0.0012296958483997188,0.023477548704510857,0.5060267857142857,0.039355521846742035,0.04244402821150408,2.0519292158255027,2.5340195726684858,2.052790471894344,0.1831770915937617,0.08500401518321338,2.154922813927683,-0.09396539531960393,0.3117698538571606,0.2791269967143035,0.2550223214285714,,10.0,84.0,buffered,0.1,fold_2019_2022_to_2023h2
ridge_finance_only,8960,128,0.0011772330768812574,0.02274910106906186,0.5066964285714286,-0.024902094187653042,0.010383908937959539,-1.2828745357720537,0.7127161804020399,0.5773660945931622,-0.0622994410125532,0.08719470612453842,-0.7144865070543638,-0.1876777194562335,-0.0378610529715096,-0.09493248154293821,0.4458705357142857,,10.0,84.0,buffered,0.1,fold_2019_2022_to_2023h2
ridge_wind_weather_only,8960,128,0.001175564679165102,0.022739436081360864,0.5025669642857142,0.0033586626089270166,-0.003310834421553832,0.24192994101354495,-0.23467944251293496,-0.19011207677165567,-0.08823509035141054,0.07299593303607588,-1.2087672104664133,-0.1631050358817402,-0.07366775672595893,-0.1344534710116732,0.4748883928571428,,10.0,84.0,buffered,0.1,fold_2019_2022_to_2023h2
ridge_price_only,8960,128,0.0011769855325237265,0.022742206225171608,0.49464285714285716,-0.023262514542213127,-0.0035153124451888784,-1.6999301448227704,-0.2698448944150927,-0.21859934868668288,-0.11800055218480679,0.0684411730632608,-1.7241164477957998,-0.24465622254370037,-0.13373893666256279,-0.1798103652339913,0.3599330357142857,,10.0,84.0,buffered,0.1,fold_2019_2022_to_2023h2
ridge_full,8960,128,0.0011833277776229678,0.022841382720627797,0.49330357142857145,-0.034868793116579436,-0.029414983290060148,-2.0560709501108003,-1.8543308348834309,-1.5021796637427092,-0.13197656277703376,0.07979205902240828,-1.6540062306196448,-0.3201999290652484,-0.1842500004221467,-0.20110714327928952,0.13169642857142855,,10.0,84.0,buffered,0.1,fold_2019_2022_to_2023h2
country_sector_dummy,8960,128,0.0011797951712421567,0.022798163802579645,0.48470982142857144,-0.03215698034501922,-0.03177171527406621,-1.8998835272885026,-1.8325206647385863,-1.4845114065805978,-0.14875346868330494,0.08686597043850684,-1.7124481305209014,-0.3944232065568418,-0.2256719522793218,-0.2266719522793218,0.0078125,,10.0,84.0,buffered,0.1,fold_2019_2022_to_2023h2
ridge_country_features_only,8960,128,0.0011797951712421567,0.022798163802579645,0.48470982142857144,-0.03215698034501922,-0.03177171527406621,-1.8998835272885026,-1.8325206647385863,-1.4845114065805978,-0.14875346868330494,0.08686597043850684,-1.7124481305209014,-0.3944232065568418,-0.2256719522793218,-0.2266719522793218,0.0078125,,10.0,84.0,buffered,0.1,fold_2019_2022_to_2023h2
elasticnet_full,8960,128,0.0011779226223652655,0.02277637581602266,0.48783482142857143,-0.0347068418190332,-0.03628564304481144,-1.7653390645349132,-1.9397742871945702,-1.5713967710933683,-0.18429909131697803,0.09187568993539698,-2.0059614403610917,-0.43676303144864254,-0.2578367105782523,-0.2808367105782522,0.17968749999999997,,10.0,84.0,buffered,0.1,fold_2019_2022_to_2023h2
lagged_return_reversal,8960,128,0.001301836427384315,0.023957733766943285,0.4994419642857143,-0.040112032831758654,-0.042840254896571214,-2.0880309720568935,-2.7417656363139824,-2.221084018094518,-0.24136818730298693,0.08732063781903904,-2.7641596915862197,-0.3748393192714793,-0.29787057112836113,-0.36779914255693247,0.5463169642857142,,10.0,84.0,buffered,0.1,fold_2019_2022_to_2023h2
zero_score,8960,128,0.0011756576671319633,0.022742596554057987,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,84.0,buffered,0.1,fold_2019_2022_to_2023h2
