model,mean_rankic,mean_ic,rankic_t_mean,sharpe_mean,net_pnl_sum,turnover_mean
rolling_momentum_21d,0.011400297696428705,0.010439496996640776,0.8419241349264336,0.2137766720225279,0.04627482582018938,0.16979739010989006
lagged_return_reversal,0.00946373212183313,0.005814434158994166,0.6594337025786537,-2.1182922445648162,-0.3855145163932103,0.8544342376373626
ridge_wind_weather_only,0.006137216397304939,0.005890240186852208,0.602665862022668,-2.7092303480529405,-0.34076126828234465,0.8921474358974358
rolling_mean_5d,0.0043270559125060705,0.0002256000700427008,0.23361230195445848,-0.502693733204618,-0.10108777513324758,0.3753362522893773
ridge_finance_only,0.0012680858386404086,-0.006033308171741585,0.02487458665837457,-1.6517969458656594,-0.28046298149320437,0.5756138392857143
elasticnet_full,-0.007378351305210644,-0.009436553407417198,-0.6690692662062016,-3.4614314419439167,-0.6573023471287083,0.8933608058608057
ridge_price_only,-0.008288169565076121,-0.010675748080086497,-0.6195183030171038,-3.2555840831427605,-0.4447776259810455,0.5954999427655677
ridge_full,-0.01922496120255146,-0.01948187675578462,-1.5539500593274036,-2.2008673036811177,-0.345247915106496,0.37662975045787545
country_sector_dummy,-0.027913847849330625,-0.024517532381488915,-2.0031197736269215,-2.0649212658198723,-0.31023986593581043,0.0064703525641025645
ridge_country_features_only,-0.027913847849330625,-0.024517532381488915,-2.0031197736269215,-2.0649212658198723,-0.31023986593581043,0.0064703525641025645
zero_score,,,,,0.0,0.0
