model,mean_rankic,mean_ic,rankic_t_mean,sharpe_mean,net_pnl_sum,turnover_mean
ridge_wind_weather_only,0.02180562526851661,0.02239630798987002,1.1383884045413586,-2.310970201008286,-0.7660635239206421,1.1388788728632477
rolling_mean_5d,0.018869795750174972,0.02422965787243409,1.2857602358074127,-1.0035943690470062,-0.2390611176785426,0.7122796474358974
rolling_momentum_21d,0.011370427708413058,0.004542301083684496,0.8974717297933688,0.31132726143853456,0.3076479388378746,0.34401709401709396
ridge_finance_only,0.009204086925235095,0.004995234138002445,0.6951368600767535,-1.5770793968018444,-0.5423057099700139,1.0040865384615385
hist_gradient_boosting_full,0.004135355848260683,-0.002946190089453416,0.17948254899898566,-1.8584645351692377,-0.6225327921859976,1.0695880074786324
elasticnet_full,-0.0017457233556247992,-0.01824379829201545,-0.13862801816524206,-0.395733203686125,-0.12899397464345658,0.5817441239316239
ridge_full,-0.010776909380349614,-0.018222011141516052,-0.6495462781660529,-1.2095219054418975,-0.2603891212029534,0.8233907585470085
lagged_return_reversal,-0.014532825368122221,0.0006712293778682153,-1.0688752033900197,-1.3303090090632175,-0.5830760067984895,1.5144798344017094
ridge_price_only,-0.016226632370969392,-0.016423129252992243,-0.7927517922771073,-0.7870306104409076,-0.38801921045571725,0.8890992254273504
country_sector_dummy,-0.03087238640674254,-0.03842101340470926,-1.7309018937773555,1.2727021178335736,0.4642898095431739,0.07917000534188035
ridge_country_features_only,-0.03087238640674254,-0.03842101340470926,-1.7309018937773555,1.2727021178335736,0.4642898095431739,0.07917000534188035
zero_score,,,,,0.0,0.0
